stage,seed,method,pilot_ratio,snr_db,nmse,mse,mae,pilot_consistency_error,delay_sparsity_score,epochs_used,train_samples,val_samples,test_samples,runtime_seconds,loss_mode,lambda_adv,lambda_pilot,lambda_smooth,lambda_sparse
stage3a_supervised_physics,123,PICASSO-rec-physics,0.0625,30,0.93002997,0.46501499,0.52918837,0.00042723,0.32549453,5,1024,256,512,1.1662,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,123,PICASSO-full-light-adv,0.0625,30,0.92841521,0.46420760,0.52840795,0.00029220,0.39119560,5,1024,256,512,1.7833,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.5000,10,0.54985020,0.27492510,0.37165277,0.00000000,0.63180561,0,1024,256,512,0.0302,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.5000,10,0.49855167,0.24927583,0.35411280,0.00451707,0.64894897,5,1024,256,512,0.3033,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.5000,10,0.49131855,0.24565928,0.35236043,0.01454512,0.66584420,5,1024,256,512,0.8727,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.5000,10,0.47740625,0.23870313,0.33839872,0.00627337,0.72464199,5,1024,256,512,1.1591,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.5000,10,0.48016835,0.24008418,0.34016005,0.00537951,0.71839492,5,1024,256,512,1.1755,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.5000,10,0.48124339,0.24062169,0.34093968,0.00560639,0.71562096,5,1024,256,512,1.7433,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.5000,20,0.50493247,0.25246624,0.31068470,0.00000000,0.68169804,0,1024,256,512,0.0286,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.5000,20,0.47035410,0.23517705,0.30316430,0.00130661,0.68757030,5,1024,256,512,0.3770,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.5000,20,0.44269749,0.22134875,0.29257580,0.00221769,0.72584383,5,1024,256,512,0.8675,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.5000,20,0.43231780,0.21615890,0.28272093,0.00165127,0.76358000,5,1024,256,512,1.1473,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.5000,20,0.43742111,0.21871055,0.28355695,0.00142307,0.76625236,5,1024,256,512,1.1529,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.5000,20,0.43686976,0.21843488,0.28274770,0.00136168,0.76871208,5,1024,256,512,1.7538,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.5000,30,0.50044070,0.25022035,0.29140491,0.00000000,0.68752928,0,1024,256,512,0.0268,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.5000,30,0.46400067,0.23200034,0.28863971,0.00150280,0.69506164,5,1024,256,512,0.3366,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.5000,30,0.44047918,0.22023959,0.28482183,0.00336121,0.72475714,5,1024,256,512,0.8776,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.5000,30,0.42504571,0.21252286,0.26610356,0.00105277,0.76500134,5,1024,256,512,1.1664,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.5000,30,0.43072907,0.21536454,0.27135830,0.00111286,0.74635536,5,1024,256,512,1.1785,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.5000,30,0.43916278,0.21958139,0.27693255,0.00111418,0.72281121,5,1024,256,512,1.7668,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.2500,10,0.77427726,0.38713863,0.46814093,0.00000000,0.46740208,0,1024,256,512,0.0286,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.2500,10,0.75074194,0.37537097,0.46096011,0.00091284,0.49621434,5,1024,256,512,0.3467,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.2500,10,0.74354608,0.37177304,0.45842629,0.00504757,0.52709484,5,1024,256,512,0.8778,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.2500,10,0.73099381,0.36549690,0.45203371,0.00496776,0.61246736,5,1024,256,512,1.1694,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.2500,10,0.73227359,0.36613679,0.45259195,0.00495141,0.60879783,5,1024,256,512,1.1561,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.2500,10,0.73259632,0.36629816,0.45260096,0.00469553,0.61133163,5,1024,256,512,1.7746,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.2500,20,0.75176746,0.37588373,0.43763742,0.00000000,0.49742319,0,1024,256,512,0.0273,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.2500,20,0.73825843,0.36912921,0.43440633,0.00040576,0.51085939,5,1024,256,512,0.3902,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.2500,20,0.72254807,0.36127403,0.43358834,0.00492954,0.56163827,5,1024,256,512,0.9427,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.2500,20,0.70709110,0.35354555,0.42234059,0.00063995,0.64953568,5,1024,256,512,1.2005,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.2500,20,0.70825794,0.35412897,0.42284762,0.00069575,0.64940954,5,1024,256,512,1.1820,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.2500,20,0.70941617,0.35470809,0.42300474,0.00073016,0.65723423,5,1024,256,512,1.8428,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.2500,30,0.74951650,0.37475825,0.42799136,0.00000000,0.50089749,0,1024,256,512,0.0333,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.2500,30,0.73175910,0.36587955,0.42473110,0.00058432,0.51995865,5,1024,256,512,0.3455,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.2500,30,0.71696720,0.35848360,0.42727548,0.00532639,0.56660786,5,1024,256,512,0.9203,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.2500,30,0.70392739,0.35196370,0.41303355,0.00033602,0.65322565,5,1024,256,512,1.2106,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.2500,30,0.71024664,0.35512332,0.41678042,0.00041740,0.59535664,5,1024,256,512,1.2022,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.2500,30,0.70690477,0.35345238,0.41509672,0.00043447,0.62629227,5,1024,256,512,1.8461,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.1250,10,0.88734267,0.44367133,0.51660056,0.00000000,0.32547414,0,1024,256,512,0.0303,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.1250,10,0.88253199,0.44126599,0.51506144,0.00040432,0.34105080,5,1024,256,512,0.3413,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.1250,10,0.87609693,0.43804846,0.51281842,0.00446644,0.38940027,5,1024,256,512,0.9090,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.1250,10,0.86611363,0.43305681,0.50886964,0.00466616,0.50193411,5,1024,256,512,1.2125,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.1250,10,0.86726981,0.43363490,0.50931261,0.00474180,0.50021926,5,1024,256,512,1.2108,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.1250,10,0.86707409,0.43353704,0.50914261,0.00472702,0.51088198,5,1024,256,512,1.8762,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.1250,20,0.87611465,0.43805733,0.50137828,0.00000000,0.33896047,0,1024,256,512,0.0286,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.1250,20,0.87117810,0.43558905,0.50017411,0.00027913,0.35440536,5,1024,256,512,0.3539,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.1250,20,0.86239852,0.43119926,0.49894638,0.00319572,0.42256553,5,1024,256,512,0.9160,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.1250,20,0.85440589,0.42720294,0.49406300,0.00051463,0.51897809,5,1024,256,512,1.2252,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.1250,20,0.85647188,0.42823594,0.49528909,0.00080534,0.48680450,5,1024,256,512,1.2063,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.1250,20,0.85704800,0.42852400,0.49548775,0.00071837,0.47722597,5,1024,256,512,1.8617,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.1250,30,0.87499185,0.43749592,0.49656457,0.00000000,0.34049287,0,1024,256,512,0.0306,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.1250,30,0.86631817,0.43315909,0.49479276,0.00041199,0.37028130,5,1024,256,512,0.3908,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.1250,30,0.86444499,0.43222250,0.49808189,0.00533799,0.40627030,5,1024,256,512,0.9289,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.1250,30,0.85321522,0.42660761,0.48977558,0.00035397,0.50954542,5,1024,256,512,1.2204,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.1250,30,0.85404286,0.42702143,0.49004428,0.00038431,0.52244268,5,1024,256,512,1.2215,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.1250,30,0.85439923,0.42719961,0.49029316,0.00038755,0.51190317,5,1024,256,512,1.8613,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.0625,10,0.94342250,0.47171125,0.54068911,0.00000000,0.20965555,0,1024,256,512,0.0351,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.0625,10,0.94077139,0.47038570,0.53979348,0.00050863,0.23347367,5,1024,256,512,0.3525,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.0625,10,0.94128650,0.47064325,0.53997459,0.00104778,0.23048496,5,1024,256,512,0.8999,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.0625,10,0.93364471,0.46682236,0.53717997,0.00527674,0.39799919,5,1024,256,512,1.2178,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.0625,10,0.93380792,0.46690396,0.53717306,0.00482156,0.41441898,5,1024,256,512,1.2059,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.0625,10,0.93418068,0.46709034,0.53740924,0.00538746,0.39280456,5,1024,256,512,1.8377,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.0625,20,0.93779828,0.46889914,0.53307483,0.00000000,0.21326355,0,1024,256,512,0.0342,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.0625,20,0.93479513,0.46739756,0.53232723,0.00041134,0.24509119,5,1024,256,512,0.3472,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.0625,20,0.93497783,0.46748891,0.53256651,0.00085081,0.24881676,5,1024,256,512,0.9106,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.0625,20,0.92809579,0.46404789,0.53003430,0.00087329,0.39841991,5,1024,256,512,1.2196,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.0625,20,0.92849515,0.46424758,0.53027216,0.00085933,0.37523592,5,1024,256,512,1.2268,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.0625,20,0.92886965,0.46443482,0.53043600,0.00091841,0.36662063,5,1024,256,512,1.8565,full,0.001,1.0,0.05,0.05
stage3a_supervised_physics,2026,LS,0.0625,30,0.93723587,0.46861793,0.53066698,0.00000000,0.21367261,0,1024,256,512,0.0302,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,DnCNN,0.0625,30,0.93429652,0.46714826,0.53027121,0.00047699,0.24587849,5,1024,256,512,0.3605,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,Enhanced-DnCNN,0.0625,30,0.93249355,0.46624678,0.53185461,0.00683218,0.30491069,5,1024,256,512,0.9040,,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec,0.0625,30,0.92683994,0.46341997,0.52749532,0.00034727,0.40291192,5,1024,256,512,1.2240,rec_only,0.0,0.0,0.0,0.0
stage3a_supervised_physics,2026,PICASSO-rec-physics,0.0625,30,0.92750462,0.46375231,0.52768987,0.00033593,0.40428235,5,1024,256,512,1.2129,rec_physics,0.0,1.0,0.05,0.05
stage3a_supervised_physics,2026,PICASSO-full-light-adv,0.0625,30,0.92777651,0.46388825,0.52787865,0.00036631,0.38865300,5,1024,256,512,1.8312,full,0.001,1.0,0.05,0.05
