stage,seed,method,pilot_ratio,snr_db,epoch,train_loss,val_nmse,learning_rate
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,10,9,0.51752478,0.86285432,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,10,10,0.51746202,0.86278124,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,1,0.52732459,0.88082935,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,2,0.52204535,0.87313300,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,3,0.52069817,0.86772320,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,4,0.51938231,0.86542296,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,5,0.51911270,0.86422384,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,6,0.52020702,0.86390027,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,7,0.52299571,0.86346515,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,8,0.52468364,0.86367220,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,9,0.52519523,0.86331590,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,10,10,0.52536861,0.86301306,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,1,0.52540905,0.88084923,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,2,0.52185575,0.87284352,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,3,0.52047878,0.86695115,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,4,0.51924829,0.86455634,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,5,0.51906035,0.86370799,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,6,0.52033523,0.86317441,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,7,0.52290799,0.86294141,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,8,0.52431894,0.86345726,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,9,0.52485457,0.86275251,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,10,10,0.52502638,0.86248189,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,1,0.43978957,0.87609908,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,2,0.43829604,0.87506728,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,3,0.43792144,0.87417643,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,4,0.43745305,0.87300187,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,5,0.43683311,0.87121080,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,6,0.43584311,0.86862309,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,7,0.43447047,0.86513151,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,8,0.43294866,0.86137639,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,9,0.43160899,0.85863341,0.00010000
stage3a_larger_training,123,DnCNN,0.1250,20,10,0.43065015,0.85643741,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,1,0.43822408,0.87523206,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,2,0.43808632,0.87461682,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,3,0.43748161,0.87158431,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,4,0.43548022,0.86476780,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,5,0.43344228,0.86108908,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,6,0.43220625,0.85892260,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,7,0.43108157,0.85624579,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,8,0.43024451,0.85420083,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,9,0.42960906,0.85364927,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.1250,20,10,0.42924969,0.85267666,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,1,0.50484390,0.87031843,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,2,0.50052208,0.86419566,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,3,0.49861237,0.85872962,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,4,0.49693932,0.85444979,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,5,0.49599805,0.85292794,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,6,0.49562437,0.85218889,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,7,0.49538765,0.85185169,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,8,0.49524613,0.85167354,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,9,0.49522255,0.85148580,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.1250,20,10,0.49507495,0.85111687,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,1,0.51417150,0.87239356,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,2,0.50883791,0.86496305,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,3,0.50637800,0.85764824,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,4,0.50433557,0.85350460,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,5,0.50357967,0.85234073,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,6,0.50323411,0.85183223,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,7,0.50304031,0.85160537,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,8,0.50286564,0.85121457,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,9,0.50277054,0.85111214,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.1250,20,10,0.50266722,0.85086432,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,1,0.51064311,0.86839384,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,2,0.50682383,0.85874021,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,3,0.50509849,0.85396957,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,4,0.50416210,0.85252309,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,5,0.50408366,0.85198826,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,6,0.50527922,0.85147128,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,7,0.50790723,0.85130775,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,8,0.50937647,0.85109808,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,9,0.50983331,0.85098703,0.00010000
stage3a_larger_training,123,PICASSO-full,0.1250,20,10,0.51002480,0.85062771,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,1,0.50948057,0.86854146,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,2,0.50657669,0.86019900,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,3,0.50518504,0.85438439,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,4,0.50411905,0.85286541,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,5,0.50405692,0.85211475,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,6,0.50493078,0.85178889,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,7,0.50759861,0.85157822,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,8,0.50938027,0.85135502,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,9,0.50993267,0.85109445,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.1250,20,10,0.51014899,0.85115454,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,1,0.47263974,0.94458640,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,2,0.47196536,0.94401342,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,3,0.47177840,0.94370416,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,4,0.47159635,0.94322510,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,5,0.47130453,0.94246393,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,6,0.47087099,0.94136396,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,7,0.47027117,0.94000497,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,8,0.46963390,0.93854326,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,9,0.46900276,0.93739113,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,10,10,0.46857188,0.93652153,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,1,0.47191568,0.94408482,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,2,0.47185964,0.94394095,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,3,0.47171183,0.94326305,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,4,0.47108509,0.94126265,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,5,0.47015465,0.93966450,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,6,0.46951181,0.93849136,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,7,0.46899249,0.93783656,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,8,0.46863822,0.93659878,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,9,0.46824184,0.93580207,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,10,10,0.46798208,0.93508193,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,1,0.54173065,0.94244714,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,2,0.53996952,0.93899213,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,3,0.53904975,0.93637370,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,4,0.53839147,0.93500379,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,5,0.53811321,0.93430158,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,6,0.53799160,0.93398385,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,7,0.53788888,0.93387410,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,8,0.53780812,0.93380819,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,9,0.53775158,0.93374567,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,10,10,0.53769218,0.93356057,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,1,0.54717000,0.94279997,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,2,0.54418466,0.93857479,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,3,0.54308840,0.93604542,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,4,0.54249712,0.93483306,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,5,0.54224480,0.93434663,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,6,0.54210430,0.93420829,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,7,0.54202402,0.93393350,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,8,0.54193873,0.93383366,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,9,0.54186279,0.93413973,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,10,10,0.54187149,0.93373068,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,1,0.54693161,0.94331726,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,2,0.54448247,0.93977423,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,3,0.54411331,0.93691453,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,4,0.54335970,0.93526116,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,5,0.54323166,0.93434826,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,6,0.54419218,0.93409501,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,7,0.54667274,0.93409146,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,8,0.54845046,0.93396774,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,9,0.54910817,0.93367292,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,10,10,0.54935167,0.93366018,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,1,0.54668413,0.94332239,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,2,0.54442026,0.94010854,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,3,0.54416628,0.93742891,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,4,0.54344020,0.93550338,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,5,0.54330257,0.93474030,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,6,0.54425843,0.93439221,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,7,0.54664631,0.93390873,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,8,0.54831930,0.93386112,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,9,0.54892922,0.93363982,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,10,10,0.54919017,0.93359093,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,1,0.46961046,0.93878318,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,2,0.46907510,0.93834157,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,3,0.46891921,0.93797374,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,4,0.46871176,0.93741132,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,5,0.46839650,0.93654266,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,6,0.46792855,0.93529792,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,7,0.46731430,0.93374684,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,8,0.46663688,0.93226315,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,9,0.46611248,0.93100463,0.00010000
stage3a_larger_training,123,DnCNN,0.0625,20,10,0.46568419,0.93016331,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,1,0.46958168,0.93858466,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,2,0.46912003,0.93856449,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,3,0.46907707,0.93844703,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,4,0.46898791,0.93811505,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,5,0.46861019,0.93650672,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,6,0.46757952,0.93355456,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,7,0.46657505,0.93177015,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,8,0.46583776,0.93072368,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,9,0.46535925,0.92943056,0.00010000
stage3a_larger_training,123,Enhanced-DnCNN,0.0625,20,10,0.46507488,0.92887329,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,1,0.53578855,0.93761310,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,2,0.53332547,0.93477143,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,3,0.53240697,0.93195854,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,4,0.53156731,0.92974436,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,5,0.53106058,0.92876655,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,6,0.53081170,0.92836291,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,7,0.53067349,0.92833491,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,8,0.53062432,0.92801245,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,9,0.53051802,0.92787181,0.00010000
stage3a_larger_training,123,PICASSO-rec,0.0625,20,10,0.53047529,0.92784281,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,1,0.53935430,0.93682849,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,2,0.53705498,0.93349744,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,3,0.53605466,0.93096499,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,4,0.53533421,0.92910686,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,5,0.53493929,0.92841215,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,6,0.53476682,0.92813595,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,7,0.53464041,0.92792265,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,8,0.53458699,0.92783545,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,9,0.53451509,0.92775410,0.00010000
stage3a_larger_training,123,PICASSO-rec-physics,0.0625,20,10,0.53449498,0.92778386,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,1,0.53904087,0.93646638,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,2,0.53681560,0.93265133,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,3,0.53643315,0.93003319,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,4,0.53575880,0.92857780,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,5,0.53567925,0.92817743,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,6,0.53639942,0.92798361,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,7,0.53859990,0.92778270,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,8,0.54056083,0.92764679,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,9,0.54136102,0.92756771,0.00010000
stage3a_larger_training,123,PICASSO-full,0.0625,20,10,0.54167999,0.92773804,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,1,0.54109886,0.93930487,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,2,0.53771193,0.93630584,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,3,0.53745032,0.93364689,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,4,0.53661468,0.93110609,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,5,0.53613826,0.92960988,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,6,0.53644592,0.92891605,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,7,0.53834998,0.92846785,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,8,0.54048909,0.92827228,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,9,0.54154452,0.92812848,0.00010000
stage3a_larger_training,123,PICASSO-cond-full,0.0625,20,10,0.54187514,0.92804794,0.00010000
