ablation_type,condition,method,pilot_ratio,snr_db,velocity,channel_profile,pilot_pattern,nmse,mse,mae,doppler_robustness,runtime_seconds,source_stage,reused_or_new
robustness,pilot=0.0625; snr=10; profile=CDL-A; velocity=60; pattern=block,PICASSO-rec-physics,0.0625,10,60,CDL-A,block,0.94334614,0.47167307,0.55413723,0.94334614,0.4469,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,LS,0.0625,10,120,CDL-A,block,0.94329749,0.47164875,0.55416019,0.34364165,0.0161,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,Enhanced-DnCNN,0.0625,10,120,CDL-A,block,0.94333529,0.47166765,0.55417039,0.34365541,0.2426,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,PICASSO-rec,0.0625,10,120,CDL-A,block,0.94302216,0.47151108,0.55415389,0.34354120,0.4583,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,PICASSO-rec-physics,0.0625,10,120,CDL-A,block,0.94239599,0.47119799,0.55376051,0.34331325,0.4570,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,LS,0.0625,30,0,CDL-A,block,0.93710141,0.46855070,0.54411966,0.93710141,0.0131,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,Enhanced-DnCNN,0.0625,30,0,CDL-A,block,0.93711482,0.46855741,0.54413199,0.93711482,0.2525,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,PICASSO-rec,0.0625,30,0,CDL-A,block,0.93727985,0.46863993,0.54595406,0.93727985,0.4572,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,PICASSO-rec-physics,0.0625,30,0,CDL-A,block,0.93838623,0.46919312,0.54692112,0.93838623,0.4541,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,LS,0.0625,30,60,CDL-A,block,0.93711028,0.46855514,0.54412302,0.93711028,0.0163,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,Enhanced-DnCNN,0.0625,30,60,CDL-A,block,0.93707880,0.46853940,0.54411739,0.93707880,0.2474,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,PICASSO-rec,0.0625,30,60,CDL-A,block,0.93740579,0.46870290,0.54587372,0.93740579,0.4528,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,PICASSO-rec-physics,0.0625,30,60,CDL-A,block,0.93808846,0.46904423,0.54636353,0.93808846,0.4680,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,LS,0.0625,30,120,CDL-A,block,0.93715894,0.46857947,0.54422508,0.34140518,0.0145,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,Enhanced-DnCNN,0.0625,30,120,CDL-A,block,0.93722768,0.46861384,0.54440235,0.34143016,0.2518,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,PICASSO-rec,0.0625,30,120,CDL-A,block,0.93712300,0.46856150,0.54598318,0.34139131,0.4519,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,PICASSO-rec-physics,0.0625,30,120,CDL-A,block,0.93815467,0.46907733,0.54675302,0.34176773,0.4646,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,LS,0.5000,0,0,CDL-B,irregular,0.99966840,0.49983420,0.56934769,0.99966840,0.0147,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,Enhanced-DnCNN,0.5000,0,0,CDL-B,irregular,0.99468017,0.49734008,0.56792460,0.99468017,0.2524,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec,0.5000,0,0,CDL-B,irregular,0.77401315,0.38700657,0.49666667,0.77401315,0.4647,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec-physics,0.5000,0,0,CDL-B,irregular,0.82631490,0.41315745,0.51559070,0.82631490,0.4634,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,LS,0.5000,0,60,CDL-B,irregular,0.99967036,0.49983518,0.56942394,0.99967036,0.0248,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,Enhanced-DnCNN,0.5000,0,60,CDL-B,irregular,0.99522981,0.49761491,0.56816827,0.99522981,0.2440,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec,0.5000,0,60,CDL-B,irregular,0.74987891,0.37493946,0.48840313,0.74987891,0.4520,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec-physics,0.5000,0,60,CDL-B,irregular,0.82843427,0.41421714,0.51649141,0.82843427,0.4573,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=120; pattern=irregular,LS,0.5000,0,120,CDL-B,irregular,0.99967022,0.49983511,0.56932279,0.35858900,0.0151,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=120; pattern=irregular,Enhanced-DnCNN,0.5000,0,120,CDL-B,irregular,0.99758506,0.49879253,0.56872407,0.35784116,0.2446,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec,0.5000,0,120,CDL-B,irregular,0.74150495,0.37075248,0.48547943,0.26599906,0.4511,stage4,reused
robustness,pilot=0.5000; snr=0; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec-physics,0.5000,0,120,CDL-B,irregular,0.81626414,0.40813207,0.51235694,0.29280970,0.4554,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=0; pattern=irregular,LS,0.5000,10,0,CDL-B,irregular,0.55079067,0.27539533,0.37674736,0.55079067,0.0163,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=0; pattern=irregular,Enhanced-DnCNN,0.5000,10,0,CDL-B,irregular,0.55032183,0.27516092,0.37661512,0.55032183,0.2646,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec,0.5000,10,0,CDL-B,irregular,0.52482191,0.26241095,0.36864451,0.52482191,0.4564,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec-physics,0.5000,10,0,CDL-B,irregular,0.52753834,0.26376917,0.36908835,0.52753834,0.4547,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=60; pattern=irregular,LS,0.5000,10,60,CDL-B,irregular,0.55077420,0.27538710,0.37681978,0.55077420,0.0176,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=60; pattern=irregular,Enhanced-DnCNN,0.5000,10,60,CDL-B,irregular,0.55041806,0.27520903,0.37670846,0.55041806,0.2425,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec,0.5000,10,60,CDL-B,irregular,0.51678985,0.25839493,0.36629406,0.51678985,0.4606,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec-physics,0.5000,10,60,CDL-B,irregular,0.52337809,0.26168904,0.36751755,0.52337809,0.4535,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=120; pattern=irregular,LS,0.5000,10,120,CDL-B,irregular,0.55074315,0.27537157,0.37671191,0.19755674,0.0179,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=120; pattern=irregular,Enhanced-DnCNN,0.5000,10,120,CDL-B,irregular,0.55074430,0.27537215,0.37676467,0.19755739,0.2688,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec,0.5000,10,120,CDL-B,irregular,0.50515029,0.25257514,0.36299956,0.18121762,0.4669,stage4,reused
robustness,pilot=0.5000; snr=10; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec-physics,0.5000,10,120,CDL-B,irregular,0.52622651,0.26311325,0.36848381,0.18877080,0.4474,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=0; pattern=irregular,LS,0.5000,30,0,CDL-B,irregular,0.50141795,0.25070897,0.29677381,0.50141795,0.0132,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=0; pattern=irregular,Enhanced-DnCNN,0.5000,30,0,CDL-B,irregular,0.50114134,0.25057067,0.29708367,0.50114134,0.2448,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec,0.5000,30,0,CDL-B,irregular,0.49640702,0.24820351,0.30847871,0.49640702,0.4505,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec-physics,0.5000,30,0,CDL-B,irregular,0.48958237,0.24479119,0.30620658,0.48958237,0.4525,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=60; pattern=irregular,LS,0.5000,30,60,CDL-B,irregular,0.50139944,0.25069972,0.29684464,0.50139944,0.0133,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=60; pattern=irregular,Enhanced-DnCNN,0.5000,30,60,CDL-B,irregular,0.50025487,0.25012743,0.29662307,0.50025487,0.2506,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec,0.5000,30,60,CDL-B,irregular,0.48739919,0.24369960,0.30765220,0.48739919,0.4580,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec-physics,0.5000,30,60,CDL-B,irregular,0.49236330,0.24618165,0.30843637,0.49236330,0.4516,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=120; pattern=irregular,LS,0.5000,30,120,CDL-B,irregular,0.50136495,0.25068247,0.29673398,0.17984455,0.0128,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=120; pattern=irregular,Enhanced-DnCNN,0.5000,30,120,CDL-B,irregular,0.50068411,0.25034206,0.29683013,0.17960057,0.2538,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec,0.5000,30,120,CDL-B,irregular,0.48601908,0.24300954,0.30636659,0.17434379,0.4681,stage4,reused
robustness,pilot=0.5000; snr=30; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec-physics,0.5000,30,120,CDL-B,irregular,0.49305961,0.24652981,0.30829030,0.17686740,0.4640,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=0; pattern=block,LS,0.2500,0,0,CDL-B,block,0.99921122,0.49960561,0.57166682,0.99921122,0.0182,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=0; pattern=block,Enhanced-DnCNN,0.2500,0,0,CDL-B,block,0.99805495,0.49902748,0.57134265,0.99805495,0.2380,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec,0.2500,0,0,CDL-B,block,0.89672354,0.44836177,0.53885199,0.89672354,0.4505,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec-physics,0.2500,0,0,CDL-B,block,0.93705891,0.46852946,0.55281766,0.93705891,0.4461,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=60; pattern=block,LS,0.2500,0,60,CDL-B,block,0.99920645,0.49960323,0.57204118,0.99920645,0.0170,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=60; pattern=block,Enhanced-DnCNN,0.2500,0,60,CDL-B,block,0.99686247,0.49843124,0.57135999,0.99686247,0.2370,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec,0.2500,0,60,CDL-B,block,0.92838377,0.46419188,0.55027501,0.92838377,0.4485,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec-physics,0.2500,0,60,CDL-B,block,0.93651141,0.46825571,0.55292363,0.93651141,0.4494,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=120; pattern=block,LS,0.2500,0,120,CDL-B,block,0.99919656,0.49959828,0.57185112,0.35841710,0.0156,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=120; pattern=block,Enhanced-DnCNN,0.2500,0,120,CDL-B,block,0.99717262,0.49858631,0.57126638,0.35769109,0.2372,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=120; pattern=block,PICASSO-rec,0.2500,0,120,CDL-B,block,0.88223299,0.44111650,0.53381306,0.31646799,0.4446,stage4,reused
robustness,pilot=0.2500; snr=0; profile=CDL-B; velocity=120; pattern=block,PICASSO-rec-physics,0.2500,0,120,CDL-B,block,0.93358785,0.46679392,0.55184191,0.33488509,0.4410,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=0; pattern=block,LS,0.2500,10,0,CDL-B,block,0.77394858,0.38697429,0.47521584,0.77394858,0.0148,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=0; pattern=block,Enhanced-DnCNN,0.2500,10,0,CDL-B,block,0.77407070,0.38703535,0.47525785,0.77407070,0.2387,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec,0.2500,10,0,CDL-B,block,0.77519698,0.38759849,0.47619551,0.77519698,0.4456,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec-physics,0.2500,10,0,CDL-B,block,0.77464207,0.38732103,0.47573332,0.77464207,0.4455,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=60; pattern=block,LS,0.2500,10,60,CDL-B,block,0.77388087,0.38694043,0.47557652,0.77388087,0.0132,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=60; pattern=block,Enhanced-DnCNN,0.2500,10,60,CDL-B,block,0.77391993,0.38695996,0.47559614,0.77391993,0.2371,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec,0.2500,10,60,CDL-B,block,0.77229334,0.38614667,0.47460095,0.77229334,0.4450,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec-physics,0.2500,10,60,CDL-B,block,0.77317946,0.38658973,0.47518753,0.77317946,0.4455,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=120; pattern=block,LS,0.2500,10,120,CDL-B,block,0.77380218,0.38690109,0.47537099,0.27757327,0.0130,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=120; pattern=block,Enhanced-DnCNN,0.2500,10,120,CDL-B,block,0.77374351,0.38687176,0.47531480,0.27755230,0.2382,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=120; pattern=block,PICASSO-rec,0.2500,10,120,CDL-B,block,0.77218047,0.38609023,0.47429874,0.27699283,0.4484,stage4,reused
robustness,pilot=0.2500; snr=10; profile=CDL-B; velocity=120; pattern=block,PICASSO-rec-physics,0.2500,10,120,CDL-B,block,0.77352419,0.38676210,0.47521012,0.27747410,0.4518,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=0; pattern=block,LS,0.2500,30,0,CDL-B,block,0.74916886,0.37458443,0.43516707,0.74916886,0.0172,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=0; pattern=block,Enhanced-DnCNN,0.2500,30,0,CDL-B,block,0.74916078,0.37458039,0.43521322,0.74916078,0.2379,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec,0.2500,30,0,CDL-B,block,0.75046311,0.37523156,0.44173533,0.75046311,0.4464,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec-physics,0.2500,30,0,CDL-B,block,0.75102828,0.37551414,0.44305196,0.75102828,0.4456,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=60; pattern=block,LS,0.2500,30,60,CDL-B,block,0.74909420,0.37454710,0.43552206,0.74909420,0.0137,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=60; pattern=block,Enhanced-DnCNN,0.2500,30,60,CDL-B,block,0.74916497,0.37458248,0.43615891,0.74916497,0.2455,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec,0.2500,30,60,CDL-B,block,0.75114699,0.37557349,0.44384768,0.75114699,0.4464,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec-physics,0.2500,30,60,CDL-B,block,0.75147255,0.37573627,0.44441078,0.75147255,0.4463,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=120; pattern=block,LS,0.2500,30,120,CDL-B,block,0.74900794,0.37450397,0.43531007,0.26868013,0.0137,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=120; pattern=block,Enhanced-DnCNN,0.2500,30,120,CDL-B,block,0.74905744,0.37452872,0.43539763,0.26869776,0.2372,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=120; pattern=block,PICASSO-rec,0.2500,30,120,CDL-B,block,0.75107689,0.37553845,0.44335394,0.26942255,0.4536,stage4,reused
robustness,pilot=0.2500; snr=30; profile=CDL-B; velocity=120; pattern=block,PICASSO-rec-physics,0.2500,30,120,CDL-B,block,0.75181718,0.37590859,0.44360104,0.26968811,0.4413,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=0; pattern=irregular,LS,0.1250,0,0,CDL-B,irregular,0.99864322,0.49932161,0.57276848,0.99864322,0.0128,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=0; pattern=irregular,Enhanced-DnCNN,0.1250,0,0,CDL-B,irregular,0.99784087,0.49892043,0.57254176,0.99784087,0.2377,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec,0.1250,0,0,CDL-B,irregular,0.92982712,0.46491356,0.55073117,0.92982712,0.4448,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec-physics,0.1250,0,0,CDL-B,irregular,0.94546027,0.47273014,0.55636071,0.94546027,0.4462,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=60; pattern=irregular,LS,0.1250,0,60,CDL-B,irregular,0.99862199,0.49931099,0.57315597,0.99862199,0.0130,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=60; pattern=irregular,Enhanced-DnCNN,0.1250,0,60,CDL-B,irregular,0.99805537,0.49902768,0.57297832,0.99805537,0.2409,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec,0.1250,0,60,CDL-B,irregular,0.93860014,0.46930007,0.55398329,0.93860014,0.4465,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec-physics,0.1250,0,60,CDL-B,irregular,0.95576169,0.47788084,0.56003836,0.95576169,0.4397,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=120; pattern=irregular,LS,0.1250,0,120,CDL-B,irregular,0.99860778,0.49930389,0.57298490,0.35820971,0.0137,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=120; pattern=irregular,Enhanced-DnCNN,0.1250,0,120,CDL-B,irregular,0.99684638,0.49842319,0.57247983,0.35757791,0.2398,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec,0.1250,0,120,CDL-B,irregular,0.92929757,0.46464878,0.55071782,0.33335784,0.4454,stage4,reused
robustness,pilot=0.1250; snr=0; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec-physics,0.1250,0,120,CDL-B,irregular,0.94465916,0.47232958,0.55645119,0.33886694,0.4452,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=0; pattern=irregular,LS,0.1250,10,0,CDL-B,irregular,0.88599466,0.44299733,0.52454802,0.88599466,0.0156,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=0; pattern=irregular,Enhanced-DnCNN,0.1250,10,0,CDL-B,irregular,0.88577318,0.44288659,0.52449200,0.88577318,0.2447,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec,0.1250,10,0,CDL-B,irregular,0.85587281,0.42793640,0.51558608,0.85587281,0.4478,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec-physics,0.1250,10,0,CDL-B,irregular,0.86378716,0.43189358,0.51778249,0.86378716,0.4432,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=60; pattern=irregular,LS,0.1250,10,60,CDL-B,irregular,0.88581602,0.44290801,0.52490053,0.88581602,0.0142,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=60; pattern=irregular,Enhanced-DnCNN,0.1250,10,60,CDL-B,irregular,0.88568005,0.44284002,0.52484968,0.88568005,0.2373,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec,0.1250,10,60,CDL-B,irregular,0.85891436,0.42945718,0.51695442,0.85891436,0.4466,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec-physics,0.1250,10,60,CDL-B,irregular,0.86632705,0.43316352,0.51888287,0.86632705,0.4507,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=120; pattern=irregular,LS,0.1250,10,120,CDL-B,irregular,0.88566761,0.44283380,0.52469960,0.31769843,0.0145,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=120; pattern=irregular,Enhanced-DnCNN,0.1250,10,120,CDL-B,irregular,0.88559231,0.44279616,0.52467242,0.31767135,0.2500,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec,0.1250,10,120,CDL-B,irregular,0.86738768,0.43369384,0.51914421,0.31114872,0.4529,stage4,reused
robustness,pilot=0.1250; snr=10; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec-physics,0.1250,10,120,CDL-B,irregular,0.85878250,0.42939125,0.51650184,0.30806866,0.4484,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=0; pattern=irregular,LS,0.1250,30,0,CDL-B,irregular,0.87360363,0.43680181,0.50452581,0.87360363,0.0144,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=0; pattern=irregular,Enhanced-DnCNN,0.1250,30,0,CDL-B,irregular,0.87361608,0.43680804,0.50464699,0.87361608,0.2420,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec,0.1250,30,0,CDL-B,irregular,0.86048011,0.43024006,0.50344636,0.86048011,0.4478,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=0; pattern=irregular,PICASSO-rec-physics,0.1250,30,0,CDL-B,irregular,0.85488842,0.42744421,0.50188245,0.85488842,0.4468,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=60; pattern=irregular,LS,0.1250,30,60,CDL-B,irregular,0.87340763,0.43670382,0.50486366,0.87340763,0.0131,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=60; pattern=irregular,Enhanced-DnCNN,0.1250,30,60,CDL-B,irregular,0.87339374,0.43669687,0.50490710,0.87339374,0.2389,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec,0.1250,30,60,CDL-B,irregular,0.86168849,0.43084425,0.50379598,0.86168849,0.4443,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=60; pattern=irregular,PICASSO-rec-physics,0.1250,30,60,CDL-B,irregular,0.86461048,0.43230524,0.50495698,0.86461048,0.4481,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=120; pattern=irregular,LS,0.1250,30,120,CDL-B,irregular,0.87324445,0.43662222,0.50465032,0.31324226,0.0134,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=120; pattern=irregular,Enhanced-DnCNN,0.1250,30,120,CDL-B,irregular,0.87296723,0.43648361,0.50463593,0.31314285,0.2444,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec,0.1250,30,120,CDL-B,irregular,0.85162213,0.42581107,0.50137687,0.30549449,0.4485,stage4,reused
robustness,pilot=0.1250; snr=30; profile=CDL-B; velocity=120; pattern=irregular,PICASSO-rec-physics,0.1250,30,120,CDL-B,irregular,0.86033627,0.43016814,0.50323640,0.30861823,0.4468,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=0; pattern=block,LS,0.0625,0,0,CDL-B,block,0.99918430,0.49959215,0.57362732,0.99918430,0.0129,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=0; pattern=block,Enhanced-DnCNN,0.0625,0,0,CDL-B,block,0.99899481,0.49949741,0.57357185,0.99899481,0.2382,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec,0.0625,0,0,CDL-B,block,0.97485229,0.48742615,0.56589086,0.97485229,0.4419,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=0; pattern=block,PICASSO-rec-physics,0.0625,0,0,CDL-B,block,0.98735619,0.49367809,0.57006715,0.98735619,0.4429,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=60; pattern=block,LS,0.0625,0,60,CDL-B,block,0.99918027,0.49959014,0.57404308,0.99918027,0.0140,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=60; pattern=block,Enhanced-DnCNN,0.0625,0,60,CDL-B,block,0.99893285,0.49946643,0.57396725,0.99893285,0.2513,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec,0.0625,0,60,CDL-B,block,0.98217148,0.49108574,0.56880555,0.98217148,0.4429,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=60; pattern=block,PICASSO-rec-physics,0.0625,0,60,CDL-B,block,0.98562974,0.49281487,0.56995802,0.98562974,0.4482,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-B; velocity=120; pattern=block,LS,0.0625,0,120,CDL-B,block,0.99917272,0.49958636,0.57384673,0.35841183,0.0145,stage4,reused
