ablation_type,condition,method,pilot_ratio,snr_db,velocity,channel_profile,pilot_pattern,nmse,mse,mae,doppler_robustness,runtime_seconds,source_stage,reused_or_new
robustness,pilot=0.1250; snr=30; profile=CDL-C; velocity=120; pattern=irregular,PICASSO-rec-physics,0.1250,30,120,CDL-C,irregular,0.87042713,0.43521357,0.50567910,0.31042037,0.4440,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,LS,0.0625,0,0,CDL-C,block,0.99919698,0.49959849,0.57339288,0.99919698,0.0128,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,Enhanced-DnCNN,0.0625,0,0,CDL-C,block,0.99900319,0.49950159,0.57333140,0.99900319,0.2364,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,PICASSO-rec,0.0625,0,0,CDL-C,block,0.97594269,0.48797134,0.56598528,0.97594269,0.4441,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=0; pattern=block,PICASSO-rec-physics,0.0625,0,0,CDL-C,block,0.98688458,0.49344229,0.56966694,0.98688458,0.4436,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,LS,0.0625,0,60,CDL-C,block,0.99919915,0.49959958,0.57339235,0.99919915,0.0140,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,Enhanced-DnCNN,0.0625,0,60,CDL-C,block,0.99896921,0.49948461,0.57332407,0.99896921,0.2394,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,PICASSO-rec,0.0625,0,60,CDL-C,block,0.98227790,0.49113895,0.56815627,0.98227790,0.4480,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=60; pattern=block,PICASSO-rec-physics,0.0625,0,60,CDL-C,block,0.98656596,0.49328298,0.56957047,0.98656596,0.4502,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,LS,0.0625,0,120,CDL-C,block,0.99919990,0.49959995,0.57360828,0.35634481,0.0130,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,Enhanced-DnCNN,0.0625,0,120,CDL-C,block,0.99911804,0.49955902,0.57358228,0.35631589,0.2366,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,PICASSO-rec,0.0625,0,120,CDL-C,block,0.98082793,0.49041396,0.56784487,0.34979505,0.4454,stage4,reused
robustness,pilot=0.0625; snr=0; profile=CDL-C; velocity=120; pattern=block,PICASSO-rec-physics,0.0625,0,120,CDL-C,block,0.98125651,0.49062826,0.56805456,0.34994648,0.4470,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,LS,0.0625,10,0,CDL-C,block,0.94384542,0.47192271,0.54953603,0.94384542,0.0192,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,Enhanced-DnCNN,0.0625,10,0,CDL-C,block,0.94392751,0.47196376,0.54956755,0.94392751,0.2391,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,PICASSO-rec,0.0625,10,0,CDL-C,block,0.94427304,0.47213652,0.54974075,0.94427304,0.4459,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=0; pattern=block,PICASSO-rec-physics,0.0625,10,0,CDL-C,block,0.94415483,0.47207741,0.54966006,0.94415483,0.4462,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,LS,0.0625,10,60,CDL-C,block,0.94387014,0.47193507,0.54954123,0.94387014,0.0144,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,Enhanced-DnCNN,0.0625,10,60,CDL-C,block,0.94394943,0.47197472,0.54955699,0.94394943,0.2399,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,PICASSO-rec,0.0625,10,60,CDL-C,block,0.94406773,0.47203387,0.54965806,0.94406773,0.4464,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=60; pattern=block,PICASSO-rec-physics,0.0625,10,60,CDL-C,block,0.94417319,0.47208659,0.54966767,0.94417319,0.4488,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,LS,0.0625,10,120,CDL-C,block,0.94387458,0.47193729,0.54975834,0.33661409,0.0132,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,Enhanced-DnCNN,0.0625,10,120,CDL-C,block,0.94398531,0.47199266,0.54979505,0.33665355,0.2386,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,PICASSO-rec,0.0625,10,120,CDL-C,block,0.94391677,0.47195838,0.54986578,0.33662955,0.4483,stage4,reused
robustness,pilot=0.0625; snr=10; profile=CDL-C; velocity=120; pattern=block,PICASSO-rec-physics,0.0625,10,120,CDL-C,block,0.94346808,0.47173404,0.54956517,0.33646899,0.4499,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,LS,0.0625,30,0,CDL-C,block,0.93775474,0.46887737,0.53963041,0.93775474,0.0142,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,Enhanced-DnCNN,0.0625,30,0,CDL-C,block,0.93778853,0.46889427,0.53966630,0.93778853,0.2502,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,PICASSO-rec,0.0625,30,0,CDL-C,block,0.93815415,0.46907707,0.54151331,0.93815415,0.4512,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=0; pattern=block,PICASSO-rec-physics,0.0625,30,0,CDL-C,block,0.93965219,0.46982609,0.54255143,0.93965219,0.4534,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,LS,0.0625,30,60,CDL-C,block,0.93778196,0.46889098,0.53963798,0.93778196,0.0133,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,Enhanced-DnCNN,0.0625,30,60,CDL-C,block,0.93777002,0.46888501,0.53963716,0.93777002,0.2388,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,PICASSO-rec,0.0625,30,60,CDL-C,block,0.93824077,0.46912038,0.54149748,0.93824077,0.4485,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=60; pattern=block,PICASSO-rec-physics,0.0625,30,60,CDL-C,block,0.93815032,0.46907516,0.54166856,0.93815032,0.4468,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,LS,0.0625,30,120,CDL-C,block,0.93778677,0.46889339,0.53985558,0.33444298,0.0142,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,Enhanced-DnCNN,0.0625,30,120,CDL-C,block,0.93786426,0.46893213,0.53995702,0.33447089,0.2387,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,PICASSO-rec,0.0625,30,120,CDL-C,block,0.93825956,0.46912978,0.54175426,0.33461092,0.4421,stage4,reused
robustness,pilot=0.0625; snr=30; profile=CDL-C; velocity=120; pattern=block,PICASSO-rec-physics,0.0625,30,120,CDL-C,block,0.93926561,0.46963280,0.54249662,0.33496998,0.4468,stage4,reused
