stage,seed,method,pilot_ratio,snr_db,nmse,mse,mae,pilot_consistency_error,delay_sparsity_score,epochs_used,loss_mode,use_attention,use_condition,feature_discriminator,runtime_seconds
stage3b_incremental,123,DnCNN,0.1250,30,0.87519740,0.43759870,0.49753455,0.00024455,0.34497853,3,,False,False,False,0.0913
stage3b_incremental,123,Enhanced-DnCNN,0.1250,30,0.87459311,0.43729655,0.49691070,0.00001777,0.34326351,3,,False,False,False,0.2328
stage3b_incremental,123,PICASSO-rec-base,0.1250,30,0.86618882,0.43309441,0.49540215,0.00055591,0.37611876,3,rec_only,False,False,False,0.4416
stage3b_incremental,123,PICASSO-rec-enhanced,0.1250,30,0.86352067,0.43176033,0.49474847,0.00068414,0.39145756,3,rec_only,False,False,False,0.6274
stage3b_incremental,123,PICASSO-rec-attn,0.1250,30,0.86936378,0.43468189,0.49621959,0.00048410,0.36122295,3,rec_only,True,False,False,0.6318
stage3b_incremental,123,PICASSO-rec-physics-enhanced,0.1250,30,0.86850503,0.43425252,0.49559400,0.00024230,0.36417282,3,rec_physics,True,False,False,0.6329
stage3b_incremental,123,PICASSO-full-feature,0.1250,30,0.86939807,0.43469904,0.49600997,0.00033705,0.36193517,3,full,True,False,True,0.8588
stage3b_incremental,123,PICASSO-cond-full-feature,0.1250,30,0.87293673,0.43646836,0.49686915,0.00025508,0.35436305,3,full,True,True,True,0.8758
stage3b_incremental,123,LS,0.0625,10,0.94380659,0.47190329,0.54137406,0.00000000,0.20950548,0,,False,False,False,0.0094
stage3b_incremental,123,DnCNN,0.0625,10,0.94363075,0.47181538,0.54130982,0.00007802,0.21551563,3,,False,False,False,0.0839
stage3b_incremental,123,Enhanced-DnCNN,0.0625,10,0.94393620,0.47196810,0.54141995,0.00009535,0.21278936,3,,False,False,False,0.2326
stage3b_incremental,123,PICASSO-rec-base,0.0625,10,0.94075546,0.47037773,0.54027307,0.00419590,0.25571544,3,rec_only,False,False,False,0.4459
stage3b_incremental,123,PICASSO-rec-enhanced,0.0625,10,0.93902519,0.46951260,0.53986865,0.00660943,0.28003740,3,rec_only,False,False,False,0.6281
stage3b_incremental,123,PICASSO-rec-attn,0.0625,10,0.93800811,0.46900406,0.53938974,0.00631973,0.27894725,3,rec_only,True,False,False,0.6309
stage3b_incremental,123,PICASSO-rec-physics-enhanced,0.0625,10,0.94135027,0.47067513,0.54043587,0.00260466,0.24221579,3,rec_physics,True,False,False,0.6325
stage3b_incremental,123,PICASSO-full-feature,0.0625,10,0.93915966,0.46957983,0.53975035,0.00383070,0.27182864,3,full,True,False,True,0.8583
stage3b_incremental,123,PICASSO-cond-full-feature,0.0625,10,0.94213574,0.47106787,0.54066020,0.00167411,0.23864014,3,full,True,True,True,0.8827
stage3b_incremental,123,LS,0.0625,20,0.93809909,0.46904954,0.53367727,0.00000000,0.21278274,0,,False,False,False,0.0089
stage3b_incremental,123,DnCNN,0.0625,20,0.93803202,0.46901601,0.53373753,0.00022405,0.21981477,3,,False,False,False,0.1146
stage3b_incremental,123,Enhanced-DnCNN,0.0625,20,0.93812919,0.46906459,0.53370506,0.00003892,0.21497279,3,,False,False,False,0.2412
stage3b_incremental,123,PICASSO-rec-base,0.0625,20,0.93720211,0.46860106,0.53380945,0.00150883,0.24744970,3,rec_only,False,False,False,0.4459
stage3b_incremental,123,PICASSO-rec-enhanced,0.0625,20,0.93429691,0.46714845,0.53289486,0.00126066,0.27010809,3,rec_only,False,False,False,0.6263
stage3b_incremental,123,PICASSO-rec-attn,0.0625,20,0.93568228,0.46784114,0.53309284,0.00045350,0.24435386,3,rec_only,True,False,False,0.6320
stage3b_incremental,123,PICASSO-rec-physics-enhanced,0.0625,20,0.93426122,0.46713061,0.53267299,0.00055658,0.26435633,3,rec_physics,True,False,False,0.6327
stage3b_incremental,123,PICASSO-full-feature,0.0625,20,0.93624094,0.46812047,0.53328690,0.00061134,0.23910479,3,full,True,False,True,0.8536
stage3b_incremental,123,PICASSO-cond-full-feature,0.0625,20,0.93648754,0.46824377,0.53325225,0.00027136,0.23713890,3,full,True,True,True,0.8754
stage3b_incremental,123,LS,0.0625,30,0.93752834,0.46876417,0.53124331,0.00000000,0.21293632,0,,False,False,False,0.0096
stage3b_incremental,123,DnCNN,0.0625,30,0.94019867,0.47009934,0.53290366,0.00107487,0.25142404,3,,False,False,False,0.0765
stage3b_incremental,123,Enhanced-DnCNN,0.0625,30,0.93756016,0.46878008,0.53128964,0.00002636,0.21672599,3,,False,False,False,0.2320
stage3b_incremental,123,PICASSO-rec-base,0.0625,30,0.93402056,0.46701028,0.53087778,0.00078475,0.26836678,3,rec_only,False,False,False,0.4466
stage3b_incremental,123,PICASSO-rec-enhanced,0.0625,30,0.93499328,0.46749664,0.53145713,0.00124118,0.25948511,3,rec_only,False,False,False,0.6273
stage3b_incremental,123,PICASSO-rec-attn,0.0625,30,0.93532954,0.46766477,0.53083682,0.00022849,0.23994459,3,rec_only,True,False,False,0.6269
stage3b_incremental,123,PICASSO-rec-physics-enhanced,0.0625,30,0.93613128,0.46806564,0.53115906,0.00036432,0.23634909,3,rec_physics,True,False,False,0.6275
stage3b_incremental,123,PICASSO-full-feature,0.0625,30,0.93663146,0.46831573,0.53128041,0.00034447,0.23440865,3,full,True,False,True,0.8537
stage3b_incremental,123,PICASSO-cond-full-feature,0.0625,30,0.93730359,0.46865179,0.53151514,0.00038385,0.23296594,3,full,True,True,True,0.8727
