stage,method,profile,pilot_pattern,seed,pilot_ratio,snr_db,velocity_kmh,nmse,mse,mae,pilot_consistency_error,delay_domain_sparsity_score,doppler_robustness_metric,runtime_seconds
stage4_cdl,PICASSO-rec-physics,CDL-A,block,42,0.0625,30,0,0.93838623,0.46919312,0.54692112,0.00549405,0.29776719,0.93838623,0.4541
stage4_cdl,LS,CDL-A,block,42,0.0625,30,60,0.93711028,0.46855514,0.54412302,0.00000000,0.29400357,0.93711028,0.0163
stage4_cdl,LMMSE-like,CDL-A,block,42,0.0625,30,60,1.84976536,0.92488268,0.75360872,0.00000000,0.91260684,1.84976536,1.7148
stage4_cdl,Enhanced-DnCNN,CDL-A,block,42,0.0625,30,60,0.93707880,0.46853940,0.54411739,0.00000539,0.29415576,0.93707880,0.2474
stage4_cdl,PICASSO-rec,CDL-A,block,42,0.0625,30,60,0.93740579,0.46870290,0.54587372,0.00299791,0.29513936,0.93740579,0.4528
stage4_cdl,PICASSO-rec-physics,CDL-A,block,42,0.0625,30,60,0.93808846,0.46904423,0.54636353,0.00383819,0.29255942,0.93808846,0.4680
stage4_cdl,LS,CDL-A,block,42,0.0625,30,120,0.93715894,0.46857947,0.54422508,0.00000000,0.29436465,0.34140518,0.0145
stage4_cdl,LMMSE-like,CDL-A,block,42,0.0625,30,120,1.84956121,0.92478061,0.75369197,0.00000000,0.91248986,0.67378119,1.6390
stage4_cdl,Enhanced-DnCNN,CDL-A,block,42,0.0625,30,120,0.93722768,0.46861384,0.54440235,0.00015565,0.29418352,0.34143016,0.2518
stage4_cdl,PICASSO-rec,CDL-A,block,42,0.0625,30,120,0.93712300,0.46856150,0.54598318,0.00328470,0.29773120,0.34139131,0.4519
stage4_cdl,PICASSO-rec-physics,CDL-A,block,42,0.0625,30,120,0.93815467,0.46907733,0.54675302,0.00468955,0.29444024,0.34176773,0.4646
stage4_cdl,LS,CDL-B,irregular,42,0.5000,0,0,0.99966840,0.49983420,0.56934769,0.00000000,0.36302553,0.99966840,0.0147
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,0,0,1.64371657,0.82185829,0.70848194,0.00000000,0.50441913,1.64371657,1.5976
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,0,0,0.99468017,0.49734008,0.56792460,0.00006060,0.36338459,0.99468017,0.2524
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,0,0,0.77401315,0.38700657,0.49666667,0.13575489,0.39672307,0.77401315,0.4647
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,0,0,0.82631490,0.41315745,0.51559070,0.05013454,0.38622560,0.82631490,0.4634
stage4_cdl,LS,CDL-B,irregular,42,0.5000,0,60,0.99967036,0.49983518,0.56942394,0.00000000,0.36259277,0.99967036,0.0248
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,0,60,1.64296231,0.82148115,0.70847504,0.00000000,0.50639002,1.64296231,1.6603
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,0,60,0.99522981,0.49761491,0.56816827,0.00006249,0.36288807,0.99522981,0.2440
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,0,60,0.74987891,0.37493946,0.48840313,0.18280510,0.41157126,0.74987891,0.4520
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,0,60,0.82843427,0.41421714,0.51649141,0.04747100,0.38675057,0.82843427,0.4573
stage4_cdl,LS,CDL-B,irregular,42,0.5000,0,120,0.99967022,0.49983511,0.56932279,0.00000000,0.36328934,0.35858900,0.0151
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,0,120,1.64196333,0.82098167,0.70840614,0.00000000,0.50790419,0.58902618,1.6646
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,0,120,0.99758506,0.49879253,0.56872407,0.00007293,0.36337122,0.35784116,0.2446
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,0,120,0.74150495,0.37075248,0.48547943,0.21412041,0.41602845,0.26599906,0.4511
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,0,120,0.81626414,0.40813207,0.51235694,0.05253489,0.39182765,0.29280970,0.4554
stage4_cdl,LS,CDL-B,irregular,42,0.5000,10,0,0.55079067,0.27539533,0.37674736,0.00000000,0.45807035,0.55079067,0.0163
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,10,0,0.86634725,0.43317363,0.45108243,0.00000000,0.56761412,0.86634725,1.6559
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,10,0,0.55032183,0.27516092,0.37661512,0.00003253,0.45853559,0.55032183,0.2646
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,10,0,0.52482191,0.26241095,0.36864451,0.00741200,0.48405133,0.52482191,0.4564
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,10,0,0.52753834,0.26376917,0.36908835,0.00667135,0.48126066,0.52753834,0.4547
stage4_cdl,LS,CDL-B,irregular,42,0.5000,10,60,0.55077420,0.27538710,0.37681978,0.00000000,0.45802167,0.55077420,0.0176
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,10,60,0.86607735,0.43303867,0.45110948,0.00000000,0.56831682,0.86607735,1.7382
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,10,60,0.55041806,0.27520903,0.37670846,0.00005801,0.45840774,0.55041806,0.2425
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,10,60,0.51678985,0.25839493,0.36629406,0.01027717,0.49416260,0.51678985,0.4606
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,10,60,0.52337809,0.26168904,0.36751755,0.00762382,0.48665608,0.52337809,0.4535
stage4_cdl,LS,CDL-B,irregular,42,0.5000,10,120,0.55074315,0.27537157,0.37671191,0.00000000,0.45863350,0.19755674,0.0179
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,10,120,0.86567053,0.43283527,0.45109335,0.00000000,0.56953351,0.31058014,1.6161
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,10,120,0.55074430,0.27537215,0.37676467,0.00006379,0.45878944,0.19755739,0.2688
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,10,120,0.50515029,0.25257514,0.36299956,0.01434937,0.51110937,0.18121762,0.4669
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,10,120,0.52622651,0.26311325,0.36848381,0.00715686,0.48351285,0.18877080,0.4474
stage4_cdl,LS,CDL-B,irregular,42,0.5000,30,0,0.50141795,0.25070897,0.29677381,0.00000000,0.48199254,0.50141795,0.0132
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,30,0,0.78069766,0.39034883,0.36329845,0.00000000,0.58365518,0.78069766,1.6497
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,30,0,0.50114134,0.25057067,0.29708367,0.00004724,0.48237446,0.50114134,0.2448
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,30,0,0.49640702,0.24820351,0.30847871,0.00298302,0.48911896,0.49640702,0.4505
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,30,0,0.48958237,0.24479119,0.30620658,0.00290923,0.49548738,0.48958237,0.4525
stage4_cdl,LS,CDL-B,irregular,42,0.5000,30,60,0.50139944,0.25069972,0.29684464,0.00000000,0.48207340,0.50139944,0.0133
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,30,60,0.78063975,0.39031988,0.36341166,0.00000000,0.58346345,0.78063975,1.5772
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,30,60,0.50025487,0.25012743,0.29662307,0.00001330,0.48308049,0.50025487,0.2506
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,30,60,0.48739919,0.24369960,0.30765220,0.00362140,0.49824055,0.48739919,0.4580
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,30,60,0.49236330,0.24618165,0.30843637,0.00335870,0.49313746,0.49236330,0.4516
stage4_cdl,LS,CDL-B,irregular,42,0.5000,30,120,0.50136495,0.25068247,0.29673398,0.00000000,0.48201887,0.17984455,0.0128
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.5000,30,120,0.78049730,0.39024865,0.36328554,0.00000000,0.58344652,0.28003449,1.5833
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.5000,30,120,0.50068411,0.25034206,0.29683013,0.00003419,0.48269295,0.17960057,0.2538
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.5000,30,120,0.48601908,0.24300954,0.30636659,0.00334595,0.49937892,0.17434379,0.4681
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.5000,30,120,0.49305961,0.24652981,0.30829030,0.00327188,0.49217598,0.17686740,0.4640
stage4_cdl,LS,CDL-B,block,42,0.2500,0,0,0.99921122,0.49960561,0.57166682,0.00000000,0.35156766,0.99921122,0.0182
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,0,0,2.17694545,1.08847272,0.81952944,0.00000000,0.73925564,2.17694545,1.5790
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,0,0,0.99805495,0.49902748,0.57134265,0.00022607,0.35172188,0.99805495,0.2380
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,0,0,0.89672354,0.44836177,0.53885199,0.12860828,0.36827318,0.89672354,0.4505
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,0,0,0.93705891,0.46852946,0.55281766,0.03638965,0.35908044,0.93705891,0.4461
stage4_cdl,LS,CDL-B,block,42,0.2500,0,60,0.99920645,0.49960323,0.57204118,0.00000000,0.35066316,0.99920645,0.0170
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,0,60,2.19851464,1.09925732,0.82474844,0.00000000,0.74060258,2.19851464,1.6098
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,0,60,0.99686247,0.49843124,0.57135999,0.00006697,0.35079093,0.99686247,0.2370
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,0,60,0.92838377,0.46419188,0.55027501,0.06466865,0.35509161,0.92838377,0.4485
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,0,60,0.93651141,0.46825571,0.55292363,0.03542050,0.36107270,0.93651141,0.4494
stage4_cdl,LS,CDL-B,block,42,0.2500,0,120,0.99919656,0.49959828,0.57185112,0.00000000,0.35081908,0.35841710,0.0156
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,0,120,2.20691437,1.10345718,0.82550514,0.00000000,0.74116625,0.79158711,1.5672
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,0,120,0.99717262,0.49858631,0.57126638,0.00004007,0.35085966,0.35769109,0.2372
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,0,120,0.88223299,0.44111650,0.53381306,0.23537488,0.38115476,0.31646799,0.4446
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,0,120,0.93358785,0.46679392,0.55184191,0.03951506,0.35866079,0.33488509,0.4410
stage4_cdl,LS,CDL-B,block,42,0.2500,10,0,0.77394858,0.38697429,0.47521584,0.00000000,0.45942307,0.77394858,0.0148
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,10,0,1.28622091,0.64311045,0.59469478,0.00000000,0.77417438,1.28622091,1.5340
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,10,0,0.77407070,0.38703535,0.47525785,0.00005524,0.45950993,0.77407070,0.2387
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,10,0,0.77519698,0.38759849,0.47619551,0.00744083,0.45986658,0.77519698,0.4456
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,10,0,0.77464207,0.38732103,0.47573332,0.00546409,0.46029266,0.77464207,0.4455
stage4_cdl,LS,CDL-B,block,42,0.2500,10,60,0.77388087,0.38694043,0.47557652,0.00000000,0.45894772,0.77388087,0.0132
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,10,60,1.29369643,0.64684822,0.59662978,0.00000000,0.77518624,1.29369643,1.4979
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,10,60,0.77391993,0.38695996,0.47559614,0.00008695,0.45907065,0.77391993,0.2371
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,10,60,0.77229334,0.38614667,0.47460095,0.00749066,0.46439593,0.77229334,0.4450
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,10,60,0.77317946,0.38658973,0.47518753,0.00750246,0.46427488,0.77317946,0.4455
stage4_cdl,LS,CDL-B,block,42,0.2500,10,120,0.77380218,0.38690109,0.47537099,0.00000000,0.45947226,0.27757327,0.0130
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,10,120,1.29703555,0.64851777,0.59704053,0.00000000,0.77584811,0.46520345,1.5930
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,10,120,0.77374351,0.38687176,0.47531480,0.00001874,0.45962152,0.27755230,0.2382
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,10,120,0.77218047,0.38609023,0.47429874,0.00851063,0.46631469,0.27699283,0.4484
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,10,120,0.77352419,0.38676210,0.47521012,0.00620841,0.46290913,0.27747410,0.4518
stage4_cdl,LS,CDL-B,block,42,0.2500,30,0,0.74916886,0.37458443,0.43516707,0.00000000,0.48532434,0.74916886,0.0172
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,30,0,1.19011930,0.59505965,0.53910372,0.00000000,0.78366151,1.19011930,1.6837
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,30,0,0.74916078,0.37458039,0.43521322,0.00001169,0.48538414,0.74916078,0.2379
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,30,0,0.75046311,0.37523156,0.44173533,0.00261235,0.48511726,0.75046311,0.4464
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,30,0,0.75102828,0.37551414,0.44305196,0.00338032,0.48438744,0.75102828,0.4456
stage4_cdl,LS,CDL-B,block,42,0.2500,30,60,0.74909420,0.37454710,0.43552206,0.00000000,0.48548572,0.74909420,0.0137
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,30,60,1.19183290,0.59591645,0.53937574,0.00000000,0.78412868,1.19183290,1.5428
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,30,60,0.74916497,0.37458248,0.43615891,0.00015497,0.48565756,0.74916497,0.2455
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,30,60,0.75114699,0.37557349,0.44384768,0.00365764,0.48412764,0.75114699,0.4464
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,30,60,0.75147255,0.37573627,0.44441078,0.00403665,0.48552815,0.75147255,0.4463
stage4_cdl,LS,CDL-B,block,42,0.2500,30,120,0.74900794,0.37450397,0.43531007,0.00000000,0.48576088,0.26868013,0.0137
stage4_cdl,LMMSE-like,CDL-B,block,42,0.2500,30,120,1.19318229,0.59659114,0.53961132,0.00000000,0.78399645,0.42794088,1.4927
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.2500,30,120,0.74905744,0.37452872,0.43539763,0.00001841,0.48590919,0.26869776,0.2372
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.2500,30,120,0.75107689,0.37553845,0.44335394,0.00347335,0.48517473,0.26942255,0.4536
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.2500,30,120,0.75181718,0.37590859,0.44360104,0.00348992,0.48532540,0.26968811,0.4413
stage4_cdl,LS,CDL-B,irregular,42,0.1250,0,0,0.99864322,0.49932161,0.57276848,0.00000000,0.28312005,0.99864322,0.0128
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,0,0,2.40949136,1.20474568,0.86918759,0.00000000,0.82439047,2.40949136,1.5895
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,0,0,0.99784087,0.49892043,0.57254176,0.00004656,0.28329559,0.99784087,0.2377
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,0,0,0.92982712,0.46491356,0.55073117,0.17428519,0.35416934,0.92982712,0.4448
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,0,0,0.94546027,0.47273014,0.55636071,0.05029341,0.32201617,0.94546027,0.4462
stage4_cdl,LS,CDL-B,irregular,42,0.1250,0,60,0.99862199,0.49931099,0.57315597,0.00000000,0.28328768,0.99862199,0.0130
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,0,60,2.39896810,1.19948405,0.86709861,0.00000000,0.82623532,2.39896810,1.5135
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,0,60,0.99805537,0.49902768,0.57297832,0.00004180,0.28350178,0.99805537,0.2409
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,0,60,0.93860014,0.46930007,0.55398329,0.10649154,0.33565444,0.93860014,0.4465
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,0,60,0.95576169,0.47788084,0.56003836,0.03884594,0.30329823,0.95576169,0.4397
stage4_cdl,LS,CDL-B,irregular,42,0.1250,0,120,0.99860778,0.49930389,0.57298490,0.00000000,0.28257449,0.35820971,0.0137
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,0,120,2.39286083,1.19643041,0.86542632,0.00000000,0.82651594,0.85831168,1.5615
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,0,120,0.99684638,0.49842319,0.57247983,0.00005700,0.28281057,0.35757791,0.2398
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,0,120,0.92929757,0.46464878,0.55071782,0.16276227,0.34902645,0.33335784,0.4454
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,0,120,0.94465916,0.47232958,0.55645119,0.05102489,0.32095735,0.33886694,0.4452
stage4_cdl,LS,CDL-B,irregular,42,0.1250,10,0,0.88599466,0.44299733,0.52454802,0.00000000,0.29261021,0.88599466,0.0156
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,10,0,1.55690235,0.77845117,0.68262346,0.00000000,0.83792716,1.55690235,1.6131
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,10,0,0.88577318,0.44288659,0.52449200,0.00004194,0.29301832,0.88577318,0.2447
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,10,0,0.85587281,0.42793640,0.51558608,0.01293247,0.37680787,0.85587281,0.4478
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,10,0,0.86378716,0.43189358,0.51778249,0.00999558,0.35037493,0.86378716,0.4432
stage4_cdl,LS,CDL-B,irregular,42,0.1250,10,60,0.88581602,0.44290801,0.52490053,0.00000000,0.29301722,0.88581602,0.0142
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,10,60,1.55378082,0.77689041,0.68203336,0.00000000,0.83941750,1.55378082,1.8267
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,10,60,0.88568005,0.44284002,0.52484968,0.00004515,0.29349781,0.88568005,0.2373
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,10,60,0.85891436,0.42945718,0.51695442,0.01510330,0.36739207,0.85891436,0.4466
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,10,60,0.86632705,0.43316352,0.51888287,0.00782934,0.34168901,0.86632705,0.4507
stage4_cdl,LS,CDL-B,irregular,42,0.1250,10,120,0.88566761,0.44283380,0.52469960,0.00000000,0.29267072,0.31769843,0.0145
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,10,120,1.55199254,0.77599627,0.68138713,0.00000000,0.83986153,0.55668357,1.5950
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,10,120,0.88559231,0.44279616,0.52467242,0.00006544,0.29318791,0.31767135,0.2500
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,10,120,0.86738768,0.43369384,0.51914421,0.00755920,0.33671090,0.31114872,0.4529
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,10,120,0.85878250,0.42939125,0.51650184,0.00942271,0.36353372,0.30806866,0.4484
stage4_cdl,LS,CDL-B,irregular,42,0.1250,30,0,0.87360363,0.43680181,0.50452581,0.00000000,0.29579430,0.87360363,0.0144
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,30,0,1.46098560,0.73049280,0.64535645,0.00000000,0.84139545,1.46098560,1.6307
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,30,0,0.87361608,0.43680804,0.50464699,0.00005916,0.29645251,0.87361608,0.2420
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,30,0,0.86048011,0.43024006,0.50344636,0.00271436,0.32012542,0.86048011,0.4478
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,30,0,0.85488842,0.42744421,0.50188245,0.00306773,0.33411115,0.85488842,0.4468
stage4_cdl,LS,CDL-B,irregular,42,0.1250,30,60,0.87340763,0.43670382,0.50486366,0.00000000,0.29569866,0.87340763,0.0131
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,30,60,1.46129739,0.73064870,0.64535706,0.00000000,0.84176995,1.46129739,1.6097
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,30,60,0.87339374,0.43669687,0.50490710,0.00002786,0.29604182,0.87339374,0.2389
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,30,60,0.86168849,0.43084425,0.50379598,0.00228687,0.31647114,0.86168849,0.4443
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,30,60,0.86461048,0.43230524,0.50495698,0.00240606,0.31500991,0.86461048,0.4481
stage4_cdl,LS,CDL-B,irregular,42,0.1250,30,120,0.87324445,0.43662222,0.50465032,0.00000000,0.29555521,0.31324226,0.0134
stage4_cdl,LMMSE-like,CDL-B,irregular,42,0.1250,30,120,1.46160361,0.73080181,0.64529736,0.00000000,0.84181328,0.52425744,1.5217
stage4_cdl,Enhanced-DnCNN,CDL-B,irregular,42,0.1250,30,120,0.87296723,0.43648361,0.50463593,0.00003785,0.29610531,0.31314285,0.2444
stage4_cdl,PICASSO-rec,CDL-B,irregular,42,0.1250,30,120,0.85162213,0.42581107,0.50137687,0.00367785,0.33992497,0.30549449,0.4485
stage4_cdl,PICASSO-rec-physics,CDL-B,irregular,42,0.1250,30,120,0.86033627,0.43016814,0.50323640,0.00218688,0.31895259,0.30861823,0.4468
stage4_cdl,LS,CDL-B,block,42,0.0625,0,0,0.99918430,0.49959215,0.57362732,0.00000000,0.23610519,0.99918430,0.0129
stage4_cdl,LMMSE-like,CDL-B,block,42,0.0625,0,0,2.50056553,1.25028276,0.88878500,0.00000000,0.92101677,2.50056553,1.6269
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.0625,0,0,0.99899481,0.49949741,0.57357185,0.00001129,0.23620312,0.99899481,0.2382
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.0625,0,0,0.97485229,0.48742615,0.56589086,0.11630083,0.25514630,0.97485229,0.4419
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.0625,0,0,0.98735619,0.49367809,0.57006715,0.02432978,0.24141856,0.98735619,0.4429
stage4_cdl,LS,CDL-B,block,42,0.0625,0,60,0.99918027,0.49959014,0.57404308,0.00000000,0.23745304,0.99918027,0.0140
stage4_cdl,LMMSE-like,CDL-B,block,42,0.0625,0,60,2.50987220,1.25493610,0.89037697,0.00000000,0.92093271,2.50987220,1.6169
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.0625,0,60,0.99893285,0.49946643,0.57396725,0.00001917,0.23763880,0.99893285,0.2513
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.0625,0,60,0.98217148,0.49108574,0.56880555,0.05870274,0.24357114,0.98217148,0.4429
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.0625,0,60,0.98562974,0.49281487,0.56995802,0.03327571,0.24532371,0.98562974,0.4482
stage4_cdl,LS,CDL-B,block,42,0.0625,0,120,0.99917272,0.49958636,0.57384673,0.00000000,0.23597214,0.35841183,0.0145
stage4_cdl,LMMSE-like,CDL-B,block,42,0.0625,0,120,2.50908905,1.25454453,0.89026059,0.00000000,0.91972567,0.89983456,1.6409
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.0625,0,120,0.99905086,0.49952543,0.57380918,0.00004568,0.23622172,0.35836823,0.2410
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.0625,0,120,0.98029105,0.49014553,0.56800878,0.06818540,0.24984883,0.35163984,0.4427
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.0625,0,120,0.98036821,0.49018411,0.56805003,0.04535400,0.24836304,0.35166725,0.4492
stage4_cdl,LS,CDL-B,block,42,0.0625,10,0,0.94337700,0.47168850,0.54967490,0.00000000,0.25478490,0.94337700,0.0176
stage4_cdl,LMMSE-like,CDL-B,block,42,0.0625,10,0,1.59020954,0.79510477,0.70086697,0.00000000,0.92729007,1.59020954,1.6662
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.0625,10,0,0.94336115,0.47168057,0.54968207,0.00008796,0.25574985,0.94336115,0.2374
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.0625,10,0,0.94303486,0.47151743,0.54963806,0.00704597,0.26482452,0.94303486,0.4414
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.0625,10,0,0.94319549,0.47159775,0.54969637,0.00579457,0.26212448,0.94319549,0.4477
stage4_cdl,LS,CDL-B,block,42,0.0625,10,60,0.94342080,0.47171040,0.55009864,0.00000000,0.25452475,0.94342080,0.0151
stage4_cdl,LMMSE-like,CDL-B,block,42,0.0625,10,60,1.59386536,0.79693268,0.70080644,0.00000000,0.92613989,1.59386536,1.7060
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.0625,10,60,0.94343184,0.47171592,0.55010077,0.00001827,0.25497203,0.94343184,0.2348
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.0625,10,60,0.94282821,0.47141410,0.54990368,0.00723155,0.26545367,0.94282821,0.4426
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.0625,10,60,0.94355381,0.47177690,0.55013983,0.00562204,0.26047058,0.94355381,0.4547
stage4_cdl,LS,CDL-B,block,42,0.0625,10,120,0.94340542,0.47170271,0.54989830,0.00000000,0.25411433,0.33840893,0.0134
stage4_cdl,LMMSE-like,CDL-B,block,42,0.0625,10,120,1.59453765,0.79726882,0.70108676,0.00000000,0.92602193,0.57187180,1.6418
stage4_cdl,Enhanced-DnCNN,CDL-B,block,42,0.0625,10,120,0.94346847,0.47173423,0.54991101,0.00005506,0.25500384,0.33843154,0.2400
stage4_cdl,PICASSO-rec,CDL-B,block,42,0.0625,10,120,0.94275317,0.47137658,0.54976329,0.00611070,0.26174764,0.33817551,0.4477
stage4_cdl,PICASSO-rec-physics,CDL-B,block,42,0.0625,10,120,0.94235571,0.47117785,0.54942214,0.00635371,0.26508142,0.33803211,0.4453
stage4_cdl,LS,CDL-B,block,42,0.0625,30,0,0.93723613,0.46861807,0.53972939,0.00000000,0.26003331,0.93723613,0.0151
stage4_cdl,LMMSE-like,CDL-B,block,42,0.0625,30,0,1.48894471,0.74447235,0.66992915,0.00000000,0.92728332,1.48894471,1.5329
