ablation_type,condition,method,pilot_ratio,snr_db,velocity,channel_profile,pilot_pattern,nmse,mse,mae,doppler_robustness,runtime_seconds,source_stage,reused_or_new
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,10,0,CDL-B,block,0.94337700,0.47168850,0.54967490,0.94337700,0.0176,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,10,0,CDL-B,block,1.59020954,0.79510477,0.70086697,1.59020954,1.6662,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,10,0,CDL-B,block,0.94336115,0.47168057,0.54968207,0.94336115,0.2374,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,10,0,CDL-B,block,0.94303486,0.47151743,0.54963806,0.94303486,0.4414,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,10,0,CDL-B,block,0.94319549,0.47159775,0.54969637,0.94319549,0.4477,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,10,60,CDL-B,block,0.94342080,0.47171040,0.55009864,0.94342080,0.0151,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,10,60,CDL-B,block,1.59386536,0.79693268,0.70080644,1.59386536,1.7060,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,10,60,CDL-B,block,0.94343184,0.47171592,0.55010077,0.94343184,0.2348,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,10,60,CDL-B,block,0.94282821,0.47141410,0.54990368,0.94282821,0.4426,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,10,60,CDL-B,block,0.94355381,0.47177690,0.55013983,0.94355381,0.4547,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,10,120,CDL-B,block,0.94340542,0.47170271,0.54989830,0.33840893,0.0134,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,10,120,CDL-B,block,1.59453765,0.79726882,0.70108676,0.57187180,1.6418,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,10,120,CDL-B,block,0.94346847,0.47173423,0.54991101,0.33843154,0.2400,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,10,120,CDL-B,block,0.94275317,0.47137658,0.54976329,0.33817551,0.4477,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,10,120,CDL-B,block,0.94235571,0.47117785,0.54942214,0.33803211,0.4453,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,30,0,CDL-B,block,0.93723613,0.46861807,0.53972939,0.93723613,0.0151,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,30,0,CDL-B,block,1.48894471,0.74447235,0.66992915,1.48894471,1.5329,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,30,0,CDL-B,block,0.93717307,0.46858653,0.53973690,0.93717307,0.2357,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,30,0,CDL-B,block,0.93733950,0.46866975,0.54158655,0.93733950,0.4411,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=0; pattern=block,CDL-B,0.0625,30,0,CDL-B,block,0.93872648,0.46936324,0.54247238,0.93872648,0.4448,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,30,60,CDL-B,block,0.93728520,0.46864260,0.54015650,0.93728520,0.0133,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,30,60,CDL-B,block,1.48991492,0.74495746,0.66946749,1.48991492,1.5035,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,30,60,CDL-B,block,0.93724506,0.46862253,0.54014756,0.93724506,0.2398,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,30,60,CDL-B,block,0.93712071,0.46856035,0.54180723,0.93712071,0.4433,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=60; pattern=block,CDL-B,0.0625,30,60,CDL-B,block,0.93749890,0.46874945,0.54214306,0.93749890,0.4454,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,30,120,CDL-B,block,0.93726900,0.46863450,0.53995444,0.33620788,0.0126,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,30,120,CDL-B,block,1.49114245,0.74557123,0.67008829,0.53481066,1.5120,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,30,120,CDL-B,block,0.93726584,0.46863292,0.53999837,0.33620683,0.2399,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,30,120,CDL-B,block,0.93693657,0.46846829,0.54155973,0.33608904,0.4483,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-B; velocity=120; pattern=block,CDL-B,0.0625,30,120,CDL-B,block,0.93862762,0.46931381,0.54253994,0.33669542,0.4504,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,0,0,CDL-C,irregular,0.99957119,0.49978559,0.56933124,0.99957119,0.0152,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,0,0,CDL-C,irregular,1.68604028,0.84302014,0.71650395,1.68604028,1.6892,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,0,0,CDL-C,irregular,0.99491872,0.49745936,0.56800777,0.99491872,0.2386,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,0,0,CDL-C,irregular,0.79149735,0.39574867,0.50244780,0.79149735,0.4464,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,0,0,CDL-C,irregular,0.83906546,0.41953273,0.51975508,0.83906546,0.4504,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,0,60,CDL-C,irregular,0.99957208,0.49978604,0.56911710,0.99957208,0.0184,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,0,60,CDL-C,irregular,1.68860909,0.84430455,0.71681152,1.68860909,1.6616,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,0,60,CDL-C,irregular,0.99514459,0.49757230,0.56785823,0.99514459,0.2368,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,0,60,CDL-C,irregular,0.77276404,0.38638202,0.49591165,0.77276404,0.4446,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,0,60,CDL-C,irregular,0.84022607,0.42011303,0.52012393,0.84022607,0.4476,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,0,120,CDL-C,irregular,0.99957365,0.49978682,0.56914902,0.35648128,0.0132,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,0,120,CDL-C,irregular,1.69535020,0.84767510,0.71857761,0.60455346,1.4960,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,0,120,CDL-C,irregular,0.99752842,0.49876421,0.56856354,0.35575176,0.2355,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,0,120,CDL-C,irregular,0.76712692,0.38356346,0.49410430,0.27358587,0.4419,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,0,120,CDL-C,irregular,0.83442359,0.41721179,0.51810865,0.29758247,0.4472,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,10,0,CDL-C,irregular,0.54977691,0.27488846,0.37653036,0.54977691,0.0127,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,10,0,CDL-C,irregular,0.91201089,0.45600545,0.46089111,0.91201089,1.5571,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,10,0,CDL-C,irregular,0.54954295,0.27477147,0.37647967,0.54954295,0.2396,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,10,0,CDL-C,irregular,0.53834212,0.26917106,0.37305830,0.53834212,0.4467,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,10,0,CDL-C,irregular,0.53857598,0.26928799,0.37276216,0.53857598,0.4523,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,10,60,CDL-C,irregular,0.54985340,0.27492670,0.37633158,0.54985340,0.0132,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,10,60,CDL-C,irregular,0.91296555,0.45648278,0.46068338,0.91296555,1.5296,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,10,60,CDL-C,irregular,0.54971944,0.27485972,0.37631170,0.54971944,0.2382,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,10,60,CDL-C,irregular,0.53630468,0.26815234,0.37223848,0.53630468,0.4471,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,10,60,CDL-C,irregular,0.53753151,0.26876575,0.37193152,0.53753151,0.4503,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,10,120,CDL-C,irregular,0.54993047,0.27496523,0.37637913,0.19611830,0.0132,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,10,120,CDL-C,irregular,0.91524056,0.45762028,0.46180648,0.32632068,1.5211,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,10,120,CDL-C,irregular,0.55000354,0.27500177,0.37644611,0.19614460,0.2533,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,10,120,CDL-C,irregular,0.53073221,0.26536611,0.37045291,0.18927297,0.4544,stage4,reused
channel,pilot=0.5000; snr=10; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,10,120,CDL-C,irregular,0.53954263,0.26977132,0.37276009,0.19241507,0.4481,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,30,0,CDL-C,irregular,0.50030335,0.25015168,0.29647312,0.50030335,0.0150,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,30,0,CDL-C,irregular,0.82823929,0.41411965,0.37353676,0.82823929,1.5604,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,30,0,CDL-C,irregular,0.50022893,0.25011446,0.29687932,0.50022893,0.2381,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,30,0,CDL-C,irregular,0.49931179,0.24965589,0.30928592,0.49931179,0.4484,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.5000,30,0,CDL-C,irregular,0.49614722,0.24807361,0.30763510,0.49614722,0.4512,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,30,60,CDL-C,irregular,0.50038815,0.25019408,0.29628075,0.50038815,0.0130,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,30,60,CDL-C,irregular,0.82848142,0.41424071,0.37322475,0.82848142,1.7744,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,30,60,CDL-C,irregular,0.49981143,0.24990571,0.29621116,0.49981143,0.2488,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,30,60,CDL-C,irregular,0.49527317,0.24763659,0.30858301,0.49527317,0.4468,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.5000,30,60,CDL-C,irregular,0.49735745,0.24867873,0.30988286,0.49735745,0.4479,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,30,120,CDL-C,irregular,0.50047354,0.25023677,0.29633483,0.17847972,0.0167,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,30,120,CDL-C,irregular,0.82885624,0.41442812,0.37382578,0.29550937,1.5757,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,30,120,CDL-C,irregular,0.50013943,0.25006972,0.29647142,0.17836076,0.2389,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,30,120,CDL-C,irregular,0.49633590,0.24816795,0.30805510,0.17700385,0.4473,stage4,reused
channel,pilot=0.5000; snr=30; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.5000,30,120,CDL-C,irregular,0.49826770,0.24913385,0.30919738,0.17769619,0.4482,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,0,0,CDL-C,block,0.99916260,0.49958130,0.57135035,0.99916260,0.0130,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,0,0,CDL-C,block,2.37340081,1.18670040,0.85327755,2.37340081,1.5903,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,0,0,CDL-C,block,0.99795002,0.49897501,0.57101548,0.99795002,0.2341,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,0,0,CDL-C,block,0.89990544,0.44995272,0.53985582,0.89990544,0.4446,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,0,0,CDL-C,block,0.94048181,0.47024091,0.55364628,0.94048181,0.4539,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,0,60,CDL-C,block,0.99917468,0.49958734,0.57122494,0.99917468,0.0129,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,0,60,CDL-C,block,2.36520362,1.18260181,0.85186544,2.36520362,1.7230,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,0,60,CDL-C,block,0.99678609,0.49839304,0.57055095,0.99678609,0.2425,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,0,60,CDL-C,block,0.92845646,0.46422823,0.54937102,0.92845646,0.4518,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,0,60,CDL-C,block,0.93948206,0.46974103,0.55307917,0.93948206,0.4504,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,0,120,CDL-C,block,0.99917854,0.49958927,0.57147320,0.35633837,0.0148,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,0,120,CDL-C,block,2.38472766,1.19236383,0.85478903,0.85034861,1.5808,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,0,120,CDL-C,block,0.99724261,0.49862131,0.57091995,0.35564809,0.2342,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,0,120,CDL-C,block,0.88832447,0.44416223,0.53572233,0.31680483,0.4548,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,0,120,CDL-C,block,0.93426810,0.46713405,0.55171689,0.33318985,0.4500,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,10,0,CDL-C,block,0.77450606,0.38725303,0.47510440,0.77450606,0.0134,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,10,0,CDL-C,block,1.48822638,0.74411319,0.63473867,1.48822638,1.5906,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,10,0,CDL-C,block,0.77461065,0.38730533,0.47513895,0.77461065,0.2430,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,10,0,CDL-C,block,0.77596880,0.38798440,0.47626160,0.77596880,0.4527,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,10,0,CDL-C,block,0.77534558,0.38767279,0.47574708,0.77534558,0.4449,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,10,60,CDL-C,block,0.77458854,0.38729427,0.47499368,0.77458854,0.0130,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,10,60,CDL-C,block,1.48565865,0.74282932,0.63405704,1.48565865,1.7462,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,10,60,CDL-C,block,0.77467427,0.38733713,0.47503028,0.77467427,0.2394,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,10,60,CDL-C,block,0.77443063,0.38721532,0.47480258,0.77443063,0.4541,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,10,60,CDL-C,block,0.77479047,0.38739523,0.47504773,0.77479047,0.4501,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,10,120,CDL-C,block,0.77459201,0.38729601,0.47524058,0.27624454,0.0124,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,10,120,CDL-C,block,1.49189419,0.74594709,0.63566475,0.53197014,1.5542,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,10,120,CDL-C,block,0.77455215,0.38727608,0.47518282,0.27623051,0.2424,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,10,120,CDL-C,block,0.77408487,0.38704243,0.47481341,0.27606478,0.4466,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,10,120,CDL-C,block,0.77538152,0.38769076,0.47570632,0.27652609,0.4475,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,30,0,CDL-C,block,0.74979311,0.37489656,0.43514140,0.74979311,0.0127,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,30,0,CDL-C,block,1.39391783,0.69695891,0.58014680,1.39391783,1.5719,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,30,0,CDL-C,block,0.74985674,0.37492837,0.43521468,0.74985674,0.2340,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,30,0,CDL-C,block,0.75126791,0.37563396,0.44167791,0.75126791,0.4461,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=0; pattern=block,CDL-C,0.2500,30,0,CDL-C,block,0.75166997,0.37583499,0.44324201,0.75166997,0.4463,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,30,60,CDL-C,block,0.74988331,0.37494165,0.43503676,0.74988331,0.0127,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,30,60,CDL-C,block,1.39363918,0.69681959,0.57971306,1.39363918,1.4989,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,30,60,CDL-C,block,0.75000235,0.37500118,0.43559598,0.75000235,0.2375,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,30,60,CDL-C,block,0.75186533,0.37593266,0.44327986,0.75186533,0.4520,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=60; pattern=block,CDL-C,0.2500,30,60,CDL-C,block,0.75249478,0.37624739,0.44421205,0.75249478,0.4461,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,30,120,CDL-C,block,0.74988677,0.37494338,0.43528307,0.26743394,0.0135,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,30,120,CDL-C,block,1.39437217,0.69718608,0.58012623,0.49720749,1.4827,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,30,120,CDL-C,block,0.74995048,0.37497524,0.43537267,0.26745656,0.2352,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,30,120,CDL-C,block,0.75202866,0.37601433,0.44318853,0.26819790,0.4455,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-C; velocity=120; pattern=block,CDL-C,0.2500,30,120,CDL-C,block,0.75253010,0.37626505,0.44369168,0.26837692,0.4478,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,0,0,CDL-C,irregular,0.99866344,0.49933172,0.57276505,0.99866344,0.0133,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,0,0,CDL-C,irregular,2.51437032,1.25718516,0.88221253,2.51437032,1.6343,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,0,0,CDL-C,irregular,0.99815637,0.49907818,0.57262161,0.99815637,0.2402,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,0,0,CDL-C,irregular,0.94004630,0.47002315,0.55378540,0.94004630,0.4505,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,0,0,CDL-C,irregular,0.95521978,0.47760989,0.55921659,0.95521978,0.4419,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,0,60,CDL-C,irregular,0.99867159,0.49933580,0.57273245,0.99867159,0.0138,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,0,60,CDL-C,irregular,2.52434927,1.26217464,0.88404147,2.52434927,1.4950,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,0,60,CDL-C,irregular,0.99821725,0.49910863,0.57260151,0.99821725,0.2342,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,0,60,CDL-C,irregular,0.94777074,0.47388537,0.55626081,0.94777074,0.4482,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=60; pattern=irregular,CDL-C,0.1250,0,60,CDL-C,irregular,0.96117190,0.48058595,0.56110969,0.96117190,0.4494,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,0,120,CDL-C,irregular,0.99868077,0.49934039,0.57285234,0.35616222,0.0152,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,0,120,CDL-C,irregular,2.53105515,1.26552758,0.88570334,0.90249084,1.5789,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,0,120,CDL-C,irregular,0.99739873,0.49869937,0.57248560,0.35570460,0.2380,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,0,120,CDL-C,irregular,0.93904144,0.46952072,0.55340955,0.33488884,0.4458,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-C; velocity=120; pattern=irregular,CDL-C,0.1250,0,120,CDL-C,irregular,0.95430568,0.47715284,0.55918728,0.34033526,0.4459,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,10,0,CDL-C,irregular,0.88819931,0.44409966,0.52500048,0.88819931,0.0120,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,10,0,CDL-C,irregular,1.68948516,0.84474258,0.69902089,1.68948516,1.5027,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,10,0,CDL-C,irregular,0.88819091,0.44409546,0.52500163,0.88819091,0.2396,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,10,0,CDL-C,irregular,0.87431449,0.43715724,0.52088088,0.87431449,0.4458,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-C; velocity=0; pattern=irregular,CDL-C,0.1250,10,0,CDL-C,irregular,0.87792988,0.43896494,0.52176481,0.87792988,0.4490,stage4,reused
