ablation_type,condition,method,pilot_ratio,snr_db,velocity,channel_profile,pilot_pattern,nmse,mse,mae,doppler_robustness,runtime_seconds,source_stage,reused_or_new
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,0,0,CDL-A,block,0.94276620,0.47138310,0.55811623,0.94276620,0.4534,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,0,60,CDL-A,block,0.99914871,0.49957436,0.57521832,0.99914871,0.0135,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,0,60,CDL-A,block,2.48188037,1.24094018,0.87466811,2.48188037,1.6148,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,0,60,CDL-A,block,0.99654759,0.49827380,0.57447608,0.99654759,0.2370,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,0,60,CDL-A,block,0.92343365,0.46171682,0.55171314,0.92343365,0.4557,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,0,60,CDL-A,block,0.94037804,0.47018902,0.55739892,0.94037804,0.4639,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,0,120,CDL-A,block,0.99912000,0.49956000,0.57526882,0.36398830,0.0174,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,0,120,CDL-A,block,2.48534983,1.24267492,0.87543839,0.90543456,1.7762,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,0,120,CDL-A,block,0.99717608,0.49858804,0.57471165,0.36328010,0.2457,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,0,120,CDL-A,block,0.88258491,0.44129246,0.53745089,0.32152438,0.4615,stage4,reused
channel,pilot=0.2500; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,0,120,CDL-A,block,0.93420298,0.46710149,0.55548981,0.34033713,0.4586,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,10,0,CDL-A,block,0.77498215,0.38749108,0.47903230,0.77498215,0.0132,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,10,0,CDL-A,block,1.58543697,0.79271848,0.66232023,1.58543697,1.6142,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,10,0,CDL-A,block,0.77502692,0.38751346,0.47904982,0.77502692,0.2396,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,10,0,CDL-A,block,0.77672254,0.38836127,0.48026758,0.77672254,0.4559,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,10,0,CDL-A,block,0.77580497,0.38790248,0.47955201,0.77580497,0.4598,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,10,60,CDL-A,block,0.77509667,0.38754833,0.47906639,0.77509667,0.0152,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,10,60,CDL-A,block,1.58973977,0.79486988,0.66308399,1.58973977,1.6158,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,10,60,CDL-A,block,0.77513145,0.38756572,0.47907572,0.77513145,0.2590,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,10,60,CDL-A,block,0.77429220,0.38714610,0.47855970,0.77429220,0.4648,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,10,60,CDL-A,block,0.77559592,0.38779796,0.47928425,0.77559592,0.4628,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,10,120,CDL-A,block,0.77526021,0.38763011,0.47915687,0.28243419,0.0139,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,10,120,CDL-A,block,1.59173921,0.79586960,0.66390038,0.57983094,1.6216,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,10,120,CDL-A,block,0.77518657,0.38759328,0.47908840,0.28240743,0.2462,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,10,120,CDL-A,block,0.77428631,0.38714316,0.47852874,0.28207930,0.4583,stage4,reused
channel,pilot=0.2500; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,10,120,CDL-A,block,0.77557388,0.38778694,0.47934669,0.28254789,0.4587,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,30,0,CDL-A,block,0.75031969,0.37515984,0.43909688,0.75031969,0.0142,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,30,0,CDL-A,block,1.48975292,0.74487646,0.60885586,1.48975292,1.7100,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,30,0,CDL-A,block,0.75033075,0.37516537,0.43913472,0.75033075,0.2366,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,30,0,CDL-A,block,0.75190622,0.37595311,0.44571493,0.75190622,0.4489,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.2500,30,0,CDL-A,block,0.75213023,0.37606511,0.44697620,0.75213023,0.4474,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,30,60,CDL-A,block,0.75045034,0.37522517,0.43914253,0.75045034,0.0152,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,30,60,CDL-A,block,1.49149591,0.74574795,0.60922107,1.49149591,1.6760,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,30,60,CDL-A,block,0.75053041,0.37526520,0.43956021,0.75053041,0.2495,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,30,60,CDL-A,block,0.75239664,0.37619832,0.44705710,0.75239664,0.4648,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.2500,30,60,CDL-A,block,0.75328843,0.37664422,0.44851728,0.75328843,0.4533,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,30,120,CDL-A,block,0.75063498,0.37531749,0.43924971,0.27346300,0.0185,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,30,120,CDL-A,block,1.49260172,0.74630086,0.60960251,0.54371117,1.6210,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,30,120,CDL-A,block,0.75065453,0.37532727,0.43931344,0.27347007,0.2582,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,30,120,CDL-A,block,0.75233918,0.37616959,0.44643871,0.27408407,0.4554,stage4,reused
channel,pilot=0.2500; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.2500,30,120,CDL-A,block,0.75310236,0.37655118,0.44754811,0.27436218,0.4523,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,0,0,CDL-A,irregular,0.99876271,0.49938136,0.57709734,0.99876271,0.0144,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,0,0,CDL-A,irregular,2.69696969,1.34848484,0.91909117,2.69696969,1.6117,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,0,0,CDL-A,irregular,0.99815904,0.49907952,0.57691745,0.99815904,0.2539,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,0,0,CDL-A,irregular,0.93036512,0.46518256,0.55457497,0.93036512,0.4517,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,0,0,CDL-A,irregular,0.94782117,0.47391059,0.56117603,0.94782117,0.4502,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,0,60,CDL-A,irregular,0.99877144,0.49938572,0.57710703,0.99877144,0.0132,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,0,60,CDL-A,irregular,2.70892787,1.35446393,0.92104818,2.70892787,1.7438,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,0,60,CDL-A,irregular,0.99804541,0.49902271,0.57689558,0.99804541,0.2467,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,0,60,CDL-A,irregular,0.94679724,0.47339862,0.56048580,0.94679724,0.4615,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,0,60,CDL-A,irregular,0.95342201,0.47671100,0.56301504,0.95342201,0.4515,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,0,120,CDL-A,irregular,0.99877788,0.49938894,0.57727805,0.36386126,0.0170,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,0,120,CDL-A,irregular,2.71132004,1.35566002,0.92129624,0.98776747,1.6533,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,0,120,CDL-A,irregular,0.99724630,0.49862315,0.57683665,0.36330293,0.2463,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,0,120,CDL-A,irregular,0.93308191,0.46654096,0.55560254,0.33991902,0.4525,stage4,reused
channel,pilot=0.1250; snr=0; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,0,120,CDL-A,irregular,0.95409033,0.47704516,0.56332432,0.34757733,0.4472,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,10,0,CDL-A,irregular,0.88735962,0.44367981,0.52914497,0.88735962,0.0147,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,10,0,CDL-A,irregular,1.86755580,0.93377790,0.74623999,1.86755580,1.6506,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,10,0,CDL-A,irregular,0.88730550,0.44365275,0.52912168,0.88730550,0.2399,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,10,0,CDL-A,irregular,0.85961492,0.42980746,0.52044994,0.85961492,0.4548,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,10,0,CDL-A,irregular,0.86927138,0.43463569,0.52332970,0.86927138,0.4589,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,10,60,CDL-A,irregular,0.88760397,0.44380198,0.52920607,0.88760397,0.0182,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,10,60,CDL-A,irregular,1.87005085,0.93502542,0.74675506,1.87005085,1.6154,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,10,60,CDL-A,irregular,0.88743077,0.44371539,0.52914681,0.88743077,0.2474,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,10,60,CDL-A,irregular,0.86898398,0.43449199,0.52327351,0.86898398,0.4650,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,10,60,CDL-A,irregular,0.87185332,0.43592666,0.52405620,0.87185332,0.4450,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,10,120,CDL-A,irregular,0.88793319,0.44396660,0.52944788,0.32347366,0.0185,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,10,120,CDL-A,irregular,1.86945698,0.93472849,0.74644648,0.68101132,1.5249,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,10,120,CDL-A,irregular,0.88773477,0.44386739,0.52938807,0.32340120,0.2435,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,10,120,CDL-A,irregular,0.87084210,0.43542105,0.52401631,0.31724241,0.4628,stage4,reused
channel,pilot=0.1250; snr=10; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,10,120,CDL-A,irregular,0.86558680,0.43279340,0.52221207,0.31532858,0.4480,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,30,0,CDL-A,irregular,0.87510560,0.43755280,0.50923464,0.87510560,0.0141,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,30,0,CDL-A,irregular,1.77838597,0.88919298,0.71176399,1.77838597,1.6034,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,30,0,CDL-A,irregular,0.87496702,0.43748351,0.50923751,0.87496702,0.2508,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,30,0,CDL-A,irregular,0.86352856,0.43176428,0.50842121,0.86352856,0.4527,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=0; pattern=irregular,CDL-A,0.1250,30,0,CDL-A,irregular,0.85926501,0.42963251,0.50684109,0.85926501,0.4489,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,30,60,CDL-A,irregular,0.87537591,0.43768796,0.50931717,0.87537591,0.0158,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,30,60,CDL-A,irregular,1.77639863,0.88819931,0.71128114,1.77639863,1.5483,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,30,60,CDL-A,irregular,0.87525319,0.43762659,0.50932792,0.87525319,0.2473,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,30,60,CDL-A,irregular,0.86589547,0.43294773,0.50881618,0.86589547,0.4524,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=60; pattern=irregular,CDL-A,0.1250,30,60,CDL-A,irregular,0.87150037,0.43575019,0.51068918,0.87150037,0.4570,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,30,120,CDL-A,irregular,0.87574060,0.43787030,0.50958852,0.31903115,0.0142,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,30,120,CDL-A,irregular,1.77382031,0.88691016,0.71050194,0.64616790,1.5937,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,30,120,CDL-A,irregular,0.87547629,0.43773814,0.50953613,0.31893478,0.2457,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,30,120,CDL-A,irregular,0.85736866,0.42868433,0.50661205,0.31233715,0.4525,stage4,reused
channel,pilot=0.1250; snr=30; profile=CDL-A; velocity=120; pattern=irregular,CDL-A,0.1250,30,120,CDL-A,irregular,0.86460389,0.43230195,0.50838472,0.31497397,0.4536,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,0,0,CDL-A,block,0.99907972,0.49953986,0.57799414,0.99907972,0.0166,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,0,0,CDL-A,block,2.85631871,1.42815936,0.95267674,2.85631871,1.8613,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,0,0,CDL-A,block,0.99888735,0.49944367,0.57794029,0.99888735,0.2396,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,0,0,CDL-A,block,0.97411920,0.48705960,0.56987536,0.97411920,0.4517,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,0,0,CDL-A,block,0.98628442,0.49314221,0.57415949,0.98628442,0.4620,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,0,60,CDL-A,block,0.99908234,0.49954117,0.57799760,0.99908234,0.0178,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,0,60,CDL-A,block,2.84265089,1.42132545,0.94986452,2.84265089,1.6275,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,0,60,CDL-A,block,0.99880788,0.49940394,0.57792075,0.99880788,0.2436,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,0,60,CDL-A,block,0.97942044,0.48971022,0.57189858,0.97942044,0.4540,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,0,60,CDL-A,block,0.98394261,0.49197131,0.57343619,0.98394261,0.4503,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,0,120,CDL-A,block,0.99908465,0.49954233,0.57808754,0.36396676,0.0139,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,0,120,CDL-A,block,2.84590167,1.42295083,0.95110551,1.03666341,1.7319,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,0,120,CDL-A,block,0.99897887,0.49948943,0.57805219,0.36392821,0.2483,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,0,120,CDL-A,block,0.98110919,0.49055459,0.57255860,0.35741761,0.4624,stage4,reused
channel,pilot=0.0625; snr=0; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,0,120,CDL-A,block,0.98055981,0.49027991,0.57243879,0.35721897,0.4545,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,10,0,CDL-A,block,0.94324517,0.47162259,0.55405830,0.94324517,0.0153,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,10,0,CDL-A,block,1.94972140,0.97486070,0.78167556,1.94972140,1.6927,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,10,0,CDL-A,block,0.94334437,0.47167218,0.55408269,0.94334437,0.2603,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,10,0,CDL-A,block,0.94307025,0.47153512,0.55405249,0.94307025,0.4680,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,10,0,CDL-A,block,0.94379824,0.47189912,0.55428937,0.94379824,0.4656,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,10,60,CDL-A,block,0.94325343,0.47162671,0.55406167,0.94325343,0.0185,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,10,60,CDL-A,block,1.94530639,0.97265320,0.78049283,1.94530639,1.5808,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,10,60,CDL-A,block,0.94328091,0.47164045,0.55407105,0.94328091,0.2427,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,10,60,CDL-A,block,0.94304490,0.47152245,0.55402038,0.94304490,0.4546,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,10,60,CDL-A,block,0.94334614,0.47167307,0.55413723,0.94334614,0.4469,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,10,120,CDL-A,block,0.94329749,0.47164875,0.55416019,0.34364165,0.0161,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,10,120,CDL-A,block,1.94626859,0.97313429,0.78091358,0.70897169,1.6616,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,10,120,CDL-A,block,0.94333529,0.47166765,0.55417039,0.34365541,0.2426,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,10,120,CDL-A,block,0.94302216,0.47151108,0.55415389,0.34354120,0.4583,stage4,reused
channel,pilot=0.0625; snr=10; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,10,120,CDL-A,block,0.94239599,0.47119799,0.55376051,0.34331325,0.4570,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,30,0,CDL-A,block,0.93710141,0.46855070,0.54411966,0.93710141,0.0131,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,30,0,CDL-A,block,1.85035053,0.92517526,0.75395629,1.85035053,2.0223,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,30,0,CDL-A,block,0.93711482,0.46855741,0.54413199,0.93711482,0.2525,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,30,0,CDL-A,block,0.93727985,0.46863993,0.54595406,0.93727985,0.4572,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=0; pattern=block,CDL-A,0.0625,30,0,CDL-A,block,0.93838623,0.46919312,0.54692112,0.93838623,0.4541,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,30,60,CDL-A,block,0.93711028,0.46855514,0.54412302,0.93711028,0.0163,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,30,60,CDL-A,block,1.84976536,0.92488268,0.75360872,1.84976536,1.7148,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,30,60,CDL-A,block,0.93707880,0.46853940,0.54411739,0.93707880,0.2474,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,30,60,CDL-A,block,0.93740579,0.46870290,0.54587372,0.93740579,0.4528,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=60; pattern=block,CDL-A,0.0625,30,60,CDL-A,block,0.93808846,0.46904423,0.54636353,0.93808846,0.4680,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,30,120,CDL-A,block,0.93715894,0.46857947,0.54422508,0.34140518,0.0145,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,30,120,CDL-A,block,1.84956121,0.92478061,0.75369197,0.67378119,1.6390,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,30,120,CDL-A,block,0.93722768,0.46861384,0.54440235,0.34143016,0.2518,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,30,120,CDL-A,block,0.93712300,0.46856150,0.54598318,0.34139131,0.4519,stage4,reused
channel,pilot=0.0625; snr=30; profile=CDL-A; velocity=120; pattern=block,CDL-A,0.0625,30,120,CDL-A,block,0.93815467,0.46907733,0.54675302,0.34176773,0.4646,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,CDL-B,0.5000,0,0,CDL-B,irregular,0.99966840,0.49983420,0.56934769,0.99966840,0.0147,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,CDL-B,0.5000,0,0,CDL-B,irregular,1.64371657,0.82185829,0.70848194,1.64371657,1.5976,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,CDL-B,0.5000,0,0,CDL-B,irregular,0.99468017,0.49734008,0.56792460,0.99468017,0.2524,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,CDL-B,0.5000,0,0,CDL-B,irregular,0.77401315,0.38700657,0.49666667,0.77401315,0.4647,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=0; pattern=irregular,CDL-B,0.5000,0,0,CDL-B,irregular,0.82631490,0.41315745,0.51559070,0.82631490,0.4634,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,CDL-B,0.5000,0,60,CDL-B,irregular,0.99967036,0.49983518,0.56942394,0.99967036,0.0248,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,CDL-B,0.5000,0,60,CDL-B,irregular,1.64296231,0.82148115,0.70847504,1.64296231,1.6603,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,CDL-B,0.5000,0,60,CDL-B,irregular,0.99522981,0.49761491,0.56816827,0.99522981,0.2440,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,CDL-B,0.5000,0,60,CDL-B,irregular,0.74987891,0.37493946,0.48840313,0.74987891,0.4520,stage4,reused
channel,pilot=0.5000; snr=0; profile=CDL-B; velocity=60; pattern=irregular,CDL-B,0.5000,0,60,CDL-B,irregular,0.82843427,0.41421714,0.51649141,0.82843427,0.4573,stage4,reused
